pid,arrival_stop,destination_stop,arrival_time,departure_time,flag,pod_departure,from_stop,path,travel_time,waiting_time,destination_time,distance
73,B,C,61519,61707,1,61519,,BHC,180,0,61699,2
74,A,I,57883,58071,1,57883,,AHI,180,0,58063,2
75,H,C,79860,79958,1,79860,,HC,90,0,79950,1
76,I,G,73265,73543,1,73355,,IJG,180,90,73445,2
77,B,D,67315,67503,1,67405,,BD,90,90,67405,1
78,H,G,64647,64925,1,64647,,HCEG,270,0,64917,3
79,A,E,46221,46446.278,1,46221,,ACE,217.278,0,46438.278,2.4142
80,I,C,28224,28412,1,28224,,IHC,180,0,28404,2
81,B,F,72053,72283,1,72095,,BDF,180,42,72233,2
82,C,B,70563,70751,1,70563,,CHB,180,0,70743,2
83,G,A,48771,49086.278,1,48771,,GECA,307.278,0,49078.278,3.4142
84,J,E,79384,79572,1,79384,,JIE,180,0,79564,2
85,A,E,67503,67728.278,1,67503,,ACE,217.278,0,67720.278,2.4142
86,D,I,36895,37083,1,36985,,DI,90,90,36985,1
87,A,H,56498,56596,1,56498,,AH,90,0,56588,1
88,C,I,69540,69728,1,69540,,CHI,180,0,69720,2
89,I,F,70909,71097,1,70909,,IDF,180,0,71089,2
90,G,C,29841,30029,1,29841,,GEC,180,0,30021,2
91,F,C,83047,83415,1,83047,,FDBHC,360,0,83407,4
92,C,J,22228,22506,1,22228,,CHIJ,270,0,22498,3
93,H,A,59480,59578,1,59480,,HA,90,0,59570,1
94,F,J,71034,71132,1,71034,,FJ,90,0,71124,1
95,C,H,83629,83727,1,83629,,CH,90,0,83719,1
96,E,A,52894,53119.278,1,52894,,ECA,217.278,0,53111.278,2.4142
97,H,B,22917,23015,1,22917,,HB,90,0,23007,1
98,D,G,64046,64414,1,64136,,DFJG,270,90,64316,3
99,B,H,32598,32696,1,32598,,BH,90,0,32688,1
100,E,J,48273,48461,1,48273,,EIJ,180,0,48453,2
101,E,F,58949,59317,1,59039,,EIDF,270,90,59219,3
102,E,H,63500,63688,1,63500,,ECH,180,0,63680,2
103,I,G,27584,27772,1,27584,,IJG,180,0,27764,2
104,J,D,74343,74531,1,74343,,JID,180,0,74523,2
105,I,E,47201,47389,1,47291,,IE,90,90,47291,1
106,A,F,28811,29126.278,1,28811,,ABDF,307.278,0,29118.278,3.4142
107,E,I,36398,36496,1,36398,,EI,90,0,36488,1
108,E,G,57653,57751,1,57653,,EG,90,0,57743,1
109,E,F,75740,76018,1,75740,,EIDF,270,0,76010,3
110,F,G,81362,81550,1,81362,,FJG,180,0,81542,2
111,H,F,82783,83151,1,82873,,HBDF,270,90,83053,3
112,C,I,74289,74477,1,74289,,CHI,180,0,74469,2
113,E,I,64553,64651,1,64553,,EI,90,0,64643,1
114,I,H,29393,29491,1,29393,,IH,90,0,29483,1
115,F,D,71343,71441,1,71343,,FD,90,0,71433,1
116,J,A,29555,29833,1,29555,,JIHA,270,0,29825,3
117,E,B,22910,23278,1,23000,,ECHB,270,90,23180,3
118,H,I,75921,76109,1,76011,,HI,90,90,76011,1
119,G,J,26011,26109,1,26011,,GJ,90,0,26101,1
120,D,H,27137,27325,1,27137,,DBH,180,0,27317,2
121,A,F,43570,43885.278,1,43570,,ABDF,307.278,0,43877.278,3.4142
122,I,B,82517,82705,1,82517,,IHB,180,0,82697,2
123,A,C,30415,30550.278,1,30415,,AC,127.27799999999999,0,30542.278,1.4142
124,D,G,78227,78505,1,78227,,DFJG,270,0,78497,3
125,H,C,55903,56001,1,55903,,HC,90,0,55993,1
126,G,J,25054,25152,1,25054,,GJ,90,0,25144,1
127,E,J,43610,43798,1,43610,,EIJ,180,0,43790,2
128,I,J,31122,31220,1,31122,,IJ,90,0,31212,1
129,I,C,62081,62359,1,62171,,IHC,180,90,62261,2
130,C,E,61379,61477,1,61379,,CE,90,0,61469,1
131,J,A,44076,44354,1,44076,,JIHA,270,0,44346,3
132,I,E,24476,24664,1,24566,,IE,90,90,24566,1
133,C,B,50859,51047,1,50859,,CHB,180,0,51039,2
134,F,E,69139,69417,1,69139,,FDIE,270,0,69409,3
135,H,C,81836,81934,1,81836,,HC,90,0,81926,1
136,E,D,28818,29006,1,28818,,EID,180,0,28998,2
137,G,E,41614,41712,1,41614,,GE,90,0,41704,1
138,E,A,76079,76304.278,1,76079,,ECA,217.278,0,76296.278,2.4142
139,E,F,34355,34633,1,34355,,EIDF,270,0,34625,3
140,A,F,50755,51070.278,1,50755,,ABDF,307.278,0,51062.278,3.4142
141,E,F,81085,81363,1,81085,,EIDF,270,0,81355,3
142,J,G,71798,71896,1,71798,,JG,90,0,71888,1
143,J,F,65104,65202,1,65104,,JF,90,0,65194,1
144,D,C,33299,33577,1,33299,,DBHC,270,0,33569,3
145,B,C,53398,53586,1,53398,,BHC,180,0,53578,2
146,F,H,33830,34108,1,33830,,FDBH,270,0,34100,3
147,B,I,64022,64300,1,64112,,BHI,180,90,64202,2
148,C,H,65719,65817,1,65719,,CH,90,0,65809,1
149,A,J,64657,64935,1,64657,,AHIJ,270,0,64927,3
150,F,A,62980,63295.278,1,62980,,FDBA,307.278,0,63287.278,3.4142
151,H,C,50294,50392,1,50294,,HC,90,0,50384,1
152,E,H,78756,78944,1,78756,,ECH,180,0,78936,2
153,E,B,22307,22675,1,22397,,ECHB,270,90,22577,3
154,D,H,85909,86187,1,85999,,DBH,180,90,86089,2
155,C,I,42396,42711.278,1,42523.278,,CHI,180,127.27799999999843,42576,2
156,H,D,25458,25646,1,25458,,HBD,180,0,25638,2
157,H,J,39032,39220,1,39032,,HIJ,180,0,39212,2
158,G,C,46832,47020,1,46832,,GEC,180,0,47012,2
159,E,H,21703,21891,1,21703,,ECH,180,0,21883,2
160,B,C,33607,33795,1,33607,,BHC,180,0,33787,2
161,E,A,45471,45696.278,1,45471,,ECA,217.278,0,45688.278,2.4142
162,E,H,31789,32067,1,31879,,ECH,180,90,31969,2
163,G,J,82932,83030,1,82932,,GJ,90,0,83022,1
164,C,A,57367,57502.278,1,57367,,CA,127.27799999999999,0,57494.278,1.4142
165,B,E,36049,36327,1,36049,,BHCE,270,0,36319,3
166,D,E,79431,79619,1,79431,,DIE,180,0,79611,2
167,G,I,61657,61845,1,61657,,GEI,180,0,61837,2
168,I,D,47792,47890,1,47792,,ID,90,0,47882,1
169,A,I,86102,86290,1,86102,,AHI,180,0,86282,2
170,D,G,24671,24996,1,24718,,DFJG,270,47,24941,3
171,J,E,65238,65426,1,65238,,JIE,180,0,65418,2
172,E,F,25914,26196,1,25918,,EIDF,270,4,26184,3
173,B,H,64373,64561,1,64463,,BH,90,90,64463,1
174,D,C,37766,38044,1,37766,,DBHC,270,0,38036,3
175,B,G,37388,37756,1,37388,,BHCEG,360,0,37748,4
176,I,B,30627,30905,1,30717,,IHB,180,90,30807,2
177,A,E,70881,71106.278,1,70881,,ACE,217.278,0,71098.278,2.4142
178,J,C,59086,59364,1,59086,,JIHC,270,0,59356,3
179,C,J,28717,28995,1,28717,,CHIJ,270,0,28987,3
180,H,C,65281,65379,1,65281,,HC,90,0,65371,1
181,J,C,42958,43236,1,42958,,JIHC,270,0,43228,3
182,I,B,75754,75942,1,75754,,IHB,180,0,75934,2
183,G,C,65570,65758,1,65570,,GEC,180,0,65750,2
184,H,J,44658,44936,1,44748,,HIJ,180,90,44838,2
185,C,B,36580,36768,1,36580,,CHB,180,0,36760,2
186,F,E,62700,62978,1,62700,,FDIE,270,0,62970,3
187,E,H,59134,59412,1,59224,,ECH,180,90,59314,2
188,B,E,48741,49019,1,48741,,BHCE,270,0,49011,3
189,H,F,21766,22044,1,21766,,HBDF,270,0,22036,3
190,E,C,45702,45800,1,45702,,EC,90,0,45792,1
191,H,A,21820,21922,1,21820,,HA,90,0,21910,1
192,I,D,72497,72619,1,72521,,ID,90,24,72587,1
193,D,E,79043,79234,1,79043,,DIE,180,0,79223,2
194,C,H,83459,83557,1,83459,,CH,90,0,83549,1
195,C,A,75611,75746.278,1,75611,,CA,127.27799999999999,0,75738.278,1.4142
196,C,E,49533,49631,1,49533,,CE,90,0,49623,1
197,H,G,70316,70594,1,70316,,HCEG,270,0,70586,3
198,C,A,57360,57495.278,1,57360,,CA,127.27799999999999,0,57487.278,1.4142
199,I,F,29627,29815,1,29627,,IDF,180,0,29807,2
200,A,D,25872,26097.278,1,25872,,ABD,217.278,0,26089.278,2.4142
201,G,H,63801,64079,1,63801,,GECH,270,0,64071,3
202,F,C,55158,55526,1,55158,,FDBHC,360,0,55518,4
203,G,I,83299,83487,1,83299,,GEI,180,0,83479,2
204,G,H,74113,74391,1,74113,,GECH,270,0,74383,3
205,A,I,71898,72086,1,71898,,AHI,180,0,72078,2
206,E,F,30335,30613,1,30335,,EIDF,270,0,30605,3
207,G,D,72764,73042,1,72764,,GEID,270,0,73034,3
208,A,J,53729,54013,1,53729,,AHIJ,270,0,53999,3
209,G,F,53333,53521,1,53333,,GJF,180,0,53513,2
210,F,D,40554,40652,1,40554,,FD,90,0,40644,1
211,E,G,54548,54736,1,54638,,EG,90,90,54638,1
212,A,H,30347,30445,1,30347,,AH,90,0,30437,1
213,A,D,73511,73736.278,1,73511,,ABD,217.278,0,73728.278,2.4142
214,C,E,62835,62933,1,62835,,CE,90,0,62925,1
215,I,F,71358,71546,1,71358,,IDF,180,0,71538,2
216,D,B,75878,75976,1,75878,,DB,90,0,75968,1
217,E,J,62383,62571,1,62383,,EIJ,180,0,62563,2
218,B,F,71119,71397,1,71209,,BDF,180,90,71299,2
219,I,E,44204,44392,1,44294,,IE,90,90,44294,1
220,B,A,38385,38520.278,1,38385,,BA,127.27799999999999,0,38512.278,1.4142
221,G,A,23560,23875.278,1,23560,,GECA,307.278,0,23867.278,3.4142
222,H,E,80532,80810,1,80622,,HCE,180,90,80712,2
223,F,E,25640,25918,1,25640,,FDIE,270,0,25910,3
224,E,I,68992,69090,1,68992,,EI,90,0,69082,1
225,G,H,59037,59315,1,59037,,GECH,270,0,59307,3
226,C,G,69825,70013,1,69825,,CEG,180,0,70005,2
227,D,E,62727,63005,1,62817,,DIE,180,90,62907,2
228,E,F,71992,72270,1,71992,,EIDF,270,0,72262,3
229,C,F,30284,30652,1,30284,,CHBDF,360,0,30644,4
230,D,A,80828,81053.278,1,80828,,DBA,217.278,0,81045.278,2.4142
231,D,F,33509,33607,1,33509,,DF,90,0,33599,1
232,D,H,65176,65364,1,65176,,DBH,180,0,65356,2
233,E,H,83245,83433,1,83245,,ECH,180,0,83425,2
234,B,C,73795,73983,1,73795,,BHC,180,0,73975,2
235,G,D,22593,22871,1,22593,,GEID,270,0,22863,3
236,J,E,26125,26313,1,26125,,JIE,180,0,26305,2
237,A,G,56614,56929.278,1,56614,,ACEG,307.278,0,56921.278,3.4142
238,H,F,52044,52322,1,52044,,HBDF,270,0,52314,3
239,J,B,66090,66368,1,66090,,JIHB,270,0,66360,3
240,C,D,38239,38517,1,38239,,CHBD,270,0,38509,3
241,H,D,52964,53152,1,52964,,HBD,180,0,53144,2
242,B,D,41196,41294,1,41196,,BD,90,0,41286,1
243,G,A,62082,62397.278,1,62082,,GECA,307.278,0,62389.278,3.4142
244,J,D,58324,58512,1,58324,,JID,180,0,58504,2
245,A,J,36791,37069,1,36791,,AHIJ,270,0,37061,3
246,B,H,58286,58474,1,58376,,BH,90,90,58376,1
247,F,A,60197,60512.278,1,60197,,FDBA,307.278,0,60504.278,3.4142
248,A,E,84441,84666.278,1,84441,,ACE,217.278,0,84658.278,2.4142
249,B,J,59976,60254,1,59976,,BHIJ,270,0,60246,3
250,E,A,28059,28374.278,1,28149,,ECA,217.278,90,28276.278,2.4142
251,I,F,30367,30645,1,30457,,IDF,180,90,30547,2
252,E,C,75416,75514,1,75416,,EC,90,0,75506,1
253,H,E,63033,63221,1,63033,,HCE,180,0,63213,2
254,B,F,78524,78712,1,78524,,BDF,180,0,78704,2
255,H,J,39232,39510,1,39322,,HIJ,180,90,39412,2
256,F,G,85612,85800,1,85612,,FJG,180,0,85792,2
257,A,J,33243,33521,1,33243,,AHIJ,270,0,33513,3
258,B,F,55979,56257,1,56069,,BDF,180,90,56159,2
259,F,C,30246,30614,1,30246,,FDBHC,360,0,30606,4
260,H,C,64840,64938,1,64840,,HC,90,0,64930,1
261,E,B,75207,75485,1,75207,,ECHB,270,0,75477,3
262,E,A,80085,80310.278,1,80085,,ECA,217.278,0,80302.278,2.4142
263,D,H,54251,54439,1,54251,,DBH,180,0,54431,2
264,E,B,41128,41406,1,41128,,ECHB,270,0,41398,3
265,E,G,78680,78778,1,78680,,EG,90,0,78770,1
266,J,A,80199,80477,1,80199,,JIHA,270,0,80469,3
267,A,F,24879,25194.278,1,24879,,ABDF,307.278,0,25186.278,3.4142
268,H,F,57929,58207,1,57929,,HBDF,270,0,58199,3
269,E,G,37871,37969,1,37871,,EG,90,0,37961,1
270,B,E,26942,27220,1,26942,,BHCE,270,0,27212,3
271,C,A,69812,69947.278,1,69812,,CA,127.27799999999999,0,69939.278,1.4142
272,I,F,26220,26408,1,26220,,IDF,180,0,26400,2
273,D,H,70749,71030,1,70842,,DBH,180,93,70929,2
274,H,E,65156,65344,1,65156,,HCE,180,0,65336,2
275,C,E,59975,60073,1,59975,,CE,90,0,60065,1
276,A,I,78100,78288,1,78100,,AHI,180,0,78280,2
277,I,J,68135,68233,1,68135,,IJ,90,0,68225,1
278,J,E,79902,80090,1,79902,,JIE,180,0,80082,2
279,E,C,65553,65651,1,65553,,EC,90,0,65643,1
280,A,H,45539,45637,1,45539,,AH,90,0,45629,1
281,A,D,71182,71407.278,1,71182,,ABD,217.278,0,71399.278,2.4142
282,F,B,28581,28769,1,28581,,FDB,180,0,28761,2
283,C,A,48236,48371.278,1,48236,,CA,127.27799999999999,0,48363.278,1.4142
284,I,F,38251,38529,1,38341,,IDF,180,90,38431,2
285,F,A,50879,51201.556,1,50879,,FDBA,307.278,0,51186.278,3.4142
286,C,A,49603,49738.278,1,49603,,CA,127.27799999999999,0,49730.278,1.4142
287,C,E,72202,72300,1,72202,,CE,90,0,72292,1
288,F,H,58993,59271,1,58993,,FDBH,270,0,59263,3
289,B,C,79138,79326,1,79138,,BHC,180,0,79318,2
290,D,I,81443,81631,1,81533,,DI,90,90,81533,1
291,H,C,26829,26927,1,26829,,HC,90,0,26919,1
292,F,E,78504,78782,1,78504,,FDIE,270,0,78774,3
293,I,A,43139,43417,1,43229,,IHA,180,90,43319,2
294,H,E,86177,86365,1,86177,,HCE,180,0,86357,2
295,G,A,40746,41061.278,1,40746,,GECA,307.278,0,41053.278,3.4142
296,J,F,71711,71809,1,71711,,JF,90,0,71801,1
297,B,C,41920,42108,1,41920,,BHC,180,0,42100,2
298,E,H,39738,39926,1,39738,,ECH,180,0,39918,2
299,A,F,30880,31195.278,1,30880,,ABDF,307.278,0,31187.278,3.4142
300,J,B,72350,72628,1,72350,,JIHB,270,0,72620,3
301,E,G,58974,59162,1,59064,,EG,90,90,59064,1
302,J,F,52419,52517,1,52419,,JF,90,0,52509,1
303,I,J,69794,69892,1,69794,,IJ,90,0,69884,1
304,I,G,51911,52189,1,52001,,IJG,180,90,52091,2
305,I,C,85886,86074,1,85886,,IHC,180,0,86066,2
306,G,J,56319,56417,1,56319,,GJ,90,0,56409,1
307,D,I,65370,65558,1,65460,,DI,90,90,65460,1
308,H,A,53395,53493,1,53395,,HA,90,0,53485,1
309,F,A,63422,63737.278,1,63422,,FDBA,307.278,0,63729.278,3.4142
310,I,H,43678,43776,1,43678,,IH,90,0,43768,1
311,E,F,43370,43648,1,43370,,EIDF,270,0,43640,3
312,G,I,69665,69853,1,69665,,GEI,180,0,69845,2
313,A,C,42607,42742.278,1,42607,,AC,127.27799999999999,0,42734.278,1.4142
314,H,G,56958,57236,1,56958,,HCEG,270,0,57228,3
315,I,B,21623,21811,1,21623,,IHB,180,0,21803,2
316,B,D,50954,51052,1,50954,,BD,90,0,51044,1
317,J,I,73491,73589,1,73491,,JI,90,0,73581,1
318,J,F,29560,29658,1,29560,,JF,90,0,29650,1
319,F,E,49781,50059,1,49781,,FDIE,270,0,50051,3
320,E,J,26223,26501,1,26313,,EIJ,180,90,26403,2
321,C,J,42237,42515,1,42237,,CHIJ,270,0,42507,3
322,C,F,55951,56319,1,55951,,CHBDF,360,0,56311,4
323,I,C,45606,45794,1,45606,,IHC,180,0,45786,2
324,H,E,64451,64639,1,64451,,HCE,180,0,64631,2
325,D,B,42649,42747,1,42649,,DB,90,0,42739,1
326,F,G,44613,44801,1,44613,,FJG,180,0,44793,2
327,J,G,34789,34887,1,34789,,JG,90,0,34879,1
328,A,C,54159,54294.278,1,54159,,AC,127.27799999999999,0,54286.278,1.4142
329,D,I,67054,67242,1,67144,,DI,90,90,67144,1
330,A,G,26027,26342.278,1,26027,,ACEG,307.278,0,26334.278,3.4142
331,G,B,64829,65197,1,64829,,GECHB,360,0,65189,4
332,E,G,27442,27540,1,27442,,EG,90,0,27532,1
333,D,J,55725,56003,1,55815,,DFJ,180,90,55905,2
334,B,E,43413,43691,1,43413,,BHCE,270,0,43683,3
335,D,G,47568,47936,1,47658,,DFJG,270,90,47838,3
336,J,C,29112,29390,1,29112,,JIHC,270,0,29382,3
337,E,D,25986,26264,1,26076,,EID,180,90,26166,2
338,H,G,80141,80419,1,80141,,HCEG,270,0,80411,3
339,F,H,67111,67389,1,67111,,FDBH,270,0,67381,3
340,D,G,71474,71752,1,71474,,DFJG,270,0,71744,3
341,F,C,80213,80581,1,80213,,FDBHC,360,0,80573,4
342,F,C,47671,48039,1,47671,,FDBHC,360,0,48031,4
343,B,F,47157,47345,1,47157,,BDF,180,0,47337,2
344,G,H,75415,75693,1,75415,,GECH,270,0,75685,3
345,C,D,39322,39600,1,39322,,CHBD,270,0,39592,3
346,A,C,22377,22512.278,1,22377,,AC,127.27799999999999,0,22504.278,1.4142
347,D,I,83195,83383,1,83285,,DI,90,90,83285,1
348,C,A,62499,62634.278,1,62499,,CA,127.27799999999999,0,62626.278,1.4142
349,H,J,75557,75835,1,75647,,HIJ,180,90,75737,2
350,J,C,62871,63149,1,62871,,JIHC,270,0,63141,3
351,J,C,67613,67895,1,67613,,JIHC,270,0,67883,3
352,H,G,78538,78906,1,78628,,HCEG,270,90,78808,3
353,J,C,60432,60710,1,60432,,JIHC,270,0,60702,3
354,G,C,64855,65043,1,64855,,GEC,180,0,65035,2
355,H,I,27578,27676,1,27578,,HI,90,0,27668,1
356,H,G,77507,77875,1,77597,,HCEG,270,90,77777,3
357,E,I,57696,57884,1,57786,,EI,90,90,57786,1
358,F,G,34258,34446,1,34258,,FJG,180,0,34438,2
359,H,G,52762,53040,1,52762,,HCEG,270,0,53032,3
360,I,A,36945,37223,1,37035,,IHA,180,90,37125,2
361,D,F,70437,70535,1,70437,,DF,90,0,70527,1
362,I,H,41515,41703,1,41605,,IH,90,90,41605,1
363,E,D,38812,39090,1,38902,,EID,180,90,38992,2
364,B,J,73198,73476,1,73198,,BHIJ,270,0,73468,3
365,C,A,38296,38431.278,1,38296,,CA,127.27799999999999,0,38423.278,1.4142
366,J,F,78239,78337,1,78239,,JF,90,0,78329,1
367,I,D,73507,73687,1,73589,,ID,90,82,73597,1
368,A,D,49662,49887.278,1,49662,,ABD,217.278,0,49879.278,2.4142
369,E,H,50439,50627,1,50439,,ECH,180,0,50619,2
370,E,B,83014,83292,1,83014,,ECHB,270,0,83284,3
371,C,E,80566,80664,1,80566,,CE,90,0,80656,1
372,J,D,50074,50262,1,50074,,JID,180,0,50254,2
373,A,D,55189,55414.278,1,55189,,ABD,217.278,0,55406.278,2.4142
374,G,B,26038,26406,1,26038,,GECHB,360,0,26398,4
375,H,F,35112,35390,1,35112,,HBDF,270,0,35382,3
376,I,A,29826,30104,1,29916,,IHA,180,90,30006,2
377,G,B,67523,67891,1,67523,,GECHB,360,0,67883,4
378,A,J,59985,60263,1,59985,,AHIJ,270,0,60255,3
379,F,E,62676,62954,1,62676,,FDIE,270,0,62946,3
380,F,B,47947,48135,1,47947,,FDB,180,0,48127,2
381,E,I,27986,28174,1,28076,,EI,90,90,28076,1
382,E,I,52861,52959,1,52861,,EI,90,0,52951,1
383,H,E,44584,44772,1,44584,,HCE,180,0,44764,2
384,G,D,48542,48820,1,48542,,GEID,270,0,48812,3
385,J,G,57948,58046,1,57948,,JG,90,0,58038,1
386,J,G,52969,53067,1,52969,,JG,90,0,53059,1
387,I,C,86290,86478,1,86290,,IHC,180,0,86470,2
388,D,G,76168,76446,1,76168,,DFJG,270,0,76438,3
389,I,E,81335,81433,1,81335,,IE,90,0,81425,1
390,J,E,72052,72240,1,72052,,JIE,180,0,72232,2
391,D,E,58960,59238,1,59050,,DIE,180,90,59140,2
392,I,D,53433,53531,1,53433,,ID,90,0,53523,1
393,A,B,43089,43224.278,1,43089,,AB,127.27799999999999,0,43216.278,1.4142
394,F,E,39155,39433,1,39155,,FDIE,270,0,39425,3
395,A,E,61381,61606.278,1,61381,,ACE,217.278,0,61598.278,2.4142
396,E,A,47099,47324.278,1,47099,,ECA,217.278,0,47316.278,2.4142
397,G,E,43537,43635,1,43537,,GE,90,0,43627,1
398,C,D,79082,79360,1,79082,,CHBD,270,0,79352,3
399,A,E,60330,60555.278,1,60330,,ACE,217.278,0,60547.278,2.4142
400,B,C,40333,40521,1,40333,,BHC,180,0,40513,2
401,B,H,48576,48674,1,48576,,BH,90,0,48666,1
402,G,C,54482,54670,1,54482,,GEC,180,0,54662,2
403,J,B,80428,80706,1,80428,,JIHB,270,0,80698,3
404,J,H,78491,78679,1,78491,,JIH,180,0,78671,2
405,H,A,82230,82418,1,82320,,HA,90,90,82320,1
406,C,E,77219,77317,1,77219,,CE,90,0,77309,1
407,G,H,54486,54764,1,54486,,GECH,270,0,54756,3
408,B,D,78953,79054,1,78953,,BD,90,0,79043,1
409,A,H,37733,37831,1,37733,,AH,90,0,37823,1
410,F,A,59562,59877.278,1,59562,,FDBA,307.278,0,59869.278,3.4142
411,H,G,84971,85249,1,84971,,HCEG,270,0,85241,3
412,F,D,75211,75309,1,75211,,FD,90,0,75301,1
413,G,J,21738,21836,1,21738,,GJ,90,0,21828,1
414,A,G,78143,78458.278,1,78143,,ACEG,307.278,0,78450.278,3.4142
415,A,I,30297,30485,1,30297,,AHI,180,0,30477,2
416,I,B,53641,53919,1,53731,,IHB,180,90,53821,2
417,A,C,29059,29194.278,1,29059,,AC,127.27799999999999,0,29186.278,1.4142
418,A,G,74477,74792.278,1,74477,,ACEG,307.278,0,74784.278,3.4142
419,I,H,41820,41918,1,41820,,IH,90,0,41910,1
420,E,B,85762,86040,1,85762,,ECHB,270,0,86032,3
421,B,J,28338,28616,1,28338,,BHIJ,270,0,28608,3
422,H,G,82853,83221,1,82943,,HCEG,270,90,83123,3
423,H,C,64995,65093,1,64995,,HC,90,0,65085,1
424,F,A,39038,39353.278,1,39038,,FDBA,307.278,0,39345.278,3.4142
425,I,B,40392,40580,1,40392,,IHB,180,0,40572,2
