pid,arrival_stop,destination_stop,arrival_time,destination_time,distance,pod_id,pod_arrival_time,pod_current_loc,travel_distance,waiting_time,pod_final_time,empty_km,nonempty_km
2562,A,G,22400,22707,3.4142,9,22400.0,A,0.0,0,22711.278,0.0,3.4142
1344,I,H,22409,22499,1.0,23,22409.0,I,0.0,0,22503.0,0.0,1.0
248,D,A,22505,22722,2.4142,10,22505.0,D,0.0,0,22726.278,0.0,2.4142
992,H,I,22506,22596,1.0,0,22506.0,H,0.0,0,22600.0,0.0,1.0
621,D,H,22511,22691,2.0,22,22511.0,D,0.0,0,22695.0,0.0,2.0
260,G,B,22521,22881,4.0,3,22521.0,G,0.0,0,22885.0,0.0,4.0
1533,H,J,22548,22728,2.0,23,22548.0,H,0.0,0,22732.0,0.0,2.0
451,A,J,22568,22838,3.0,15,22568.0,A,0.0,0,22842.0,0.0,3.0
2832,C,A,22577,22704,1.4142,4,22577.0,C,0.0,0,22708.278,0.0,1.4142
1017,B,F,22595,22775,2.0,6,22595.0,B,0.0,0,22779.0,0.0,2.0
121,C,J,22708,22978,3.0,24,22708.0,C,0.0,0,22982.0,0.0,3.0
1409,I,E,22758,22848,1.0,0,22758.0,I,0.0,0,22852.0,0.0,1.0
1245,D,C,22777,23047,3.0,2,22777.0,D,0.0,0,23051.0,0.0,3.0
1770,E,H,22784,22964,2.0,20,22784.0,E,0.0,0,22968.0,0.0,2.0
1562,E,I,22815,22905,1.0,25,22815.0,E,0.0,0,22909.0,0.0,1.0
278,E,B,22820,23090,3.0,26,22820.0,E,0.0,0,23094.0,0.0,3.0
27,G,F,22820,23000,2.0,14,22820.0,G,0.0,0,23004.0,0.0,2.0
2000,C,J,22843,23113,3.0,27,22843.0,C,0.0,0,23117.0,0.0,3.0
2261,D,J,22846,23026,2.0,28,22846.0,D,0.0,0,23030.0,0.0,2.0
1251,I,A,22860,23040,2.0,29,22860.0,I,0.0,0,23044.0,0.0,2.0
1512,E,F,22922,23192,3.0,0,22922.0,E,0.0,0,23196.0,0.0,3.0
2459,D,J,22970,23150,2.0,30,22970.0,D,0.0,0,23154.0,0.0,2.0
1841,C,E,22974,23064,1.0,31,22974.0,C,0.0,0,23068.0,0.0,1.0
1751,A,G,23034,23341,3.4142,4,23034.0,A,0.0,0,23345.278,0.0,3.4142
524,I,D,23043,23133,1.0,25,23043.0,I,0.0,0,23137.0,0.0,1.0
2504,H,J,23083,23263,2.0,22,23083.0,H,0.0,0,23267.0,0.0,2.0
707,H,A,23091,23181,1.0,20,23091.0,H,0.0,0,23185.0,0.0,1.0
1441,E,C,23105,23195,1.0,31,23105.0,E,0.0,0,23199.0,0.0,1.0
2779,F,J,23108,23198,1.0,5,23108.0,F,0.0,0,23202.0,0.0,1.0
364,I,E,23149,23239,1.0,32,23149.0,I,0.0,0,23243.0,0.0,1.0
2546,A,C,23161,23288,1.4142,10,23161.0,A,0.0,0,23292.278,0.0,1.4142
2905,B,H,23173,23263,1.0,1,23173.0,B,0.0,0,23267.0,0.0,1.0
1556,H,G,23202,23472,3.0,33,23202.0,H,0.0,0,23476.0,0.0,3.0
1200,J,A,23209,23479,3.0,16,23209.0,J,0.0,0,23483.0,0.0,3.0
1517,I,F,23256,23436,2.0,34,23256.0,I,0.0,0,23440.0,0.0,2.0
1922,G,D,23266,23536,3.0,9,23266.0,G,0.0,0,23540.0,0.0,3.0
911,G,I,23315,23495,2.0,35,23315.0,G,0.0,0,23499.0,0.0,2.0
2122,I,E,23372,23462,1.0,36,23372.0,I,0.0,0,23466.0,0.0,1.0
1623,B,G,23376,23736,4.0,11,23376.0,B,0.0,0,23740.0,0.0,4.0
2506,A,E,23399,23616,2.4142,29,23399.0,A,0.0,0,23620.278,0.0,2.4142
1088,A,G,23437,23744,3.4142,20,23437.0,A,0.0,0,23748.278,0.0,3.4142
269,E,A,23477,23694,2.4142,32,23477.0,E,0.0,0,23698.278,0.0,2.4142
2708,H,C,23496,23586,1.0,1,23496.0,H,0.0,0,23590.0,0.0,1.0
2016,I,A,23517,23697,2.0,35,23517.0,I,0.0,0,23701.0,0.0,2.0
2613,H,E,23537,23717,2.0,37,23537.0,H,0.0,0,23721.0,0.0,2.0
1713,A,D,23552,23769,2.4142,16,23552.0,A,0.0,0,23773.278,0.0,2.4142
703,E,J,23573,23753,2.0,36,23573.0,E,0.0,0,23757.0,0.0,2.0
17,H,I,23618,23708,1.0,38,23618.0,H,0.0,0,23712.0,0.0,1.0
1507,G,C,23635,23815,2.0,4,23635.0,G,0.0,0,23819.0,0.0,2.0
85,I,F,23702,23882,2.0,39,23702.0,I,0.0,0,23886.0,0.0,2.0
979,E,G,23738,23828,1.0,29,23738.0,E,0.0,0,23832.0,0.0,1.0
2129,G,I,23806,23986,2.0,33,23806.0,G,0.0,0,23990.0,0.0,2.0
579,H,C,23812,23902,1.0,40,23812.0,H,0.0,0,23906.0,0.0,1.0
1447,G,I,23813,23993,2.0,11,23813.0,G,0.0,0,23997.0,0.0,2.0
2797,E,H,23816,23996,2.0,37,23816.0,E,0.0,0,24000.0,0.0,2.0
939,C,H,23824,23914,1.0,2,23824.0,C,0.0,0,23918.0,0.0,1.0
630,C,H,23832,23922,1.0,31,23832.0,C,0.0,0,23926.0,0.0,1.0
980,J,F,23907,23997,1.0,19,23907.0,J,0.0,0,24001.0,0.0,1.0
2310,H,F,23939,24209,3.0,2,23939.0,H,0.0,0,24213.0,0.0,3.0
2914,A,J,23944,24214,3.0,32,23944.0,A,0.0,0,24218.0,0.0,3.0
1648,C,D,23954,24224,3.0,10,23954.0,C,0.0,0,24228.0,0.0,3.0
527,J,G,23975,24065,1.0,7,23975.0,J,0.0,0,24069.0,0.0,1.0
804,G,J,23984,24074,1.0,20,23984.0,G,0.0,0,24078.0,0.0,1.0
1807,J,G,24005,24095,1.0,21,24005.0,J,0.0,0,24099.0,0.0,1.0
2798,B,G,24014,24374,4.0,12,24014.0,B,0.0,0,24378.0,0.0,4.0
768,E,H,24014,24194,2.0,41,24014.0,E,0.0,0,24198.0,0.0,2.0
556,A,F,24016,24323,3.4142,35,24016.0,A,0.0,0,24327.278,0.0,3.4142
1717,B,D,24037,24127,1.0,8,24037.0,B,0.0,0,24131.0,0.0,1.0
795,I,B,24056,24236,2.0,38,24056.0,I,0.0,0,24240.0,0.0,2.0
454,F,D,24080,24170,1.0,6,24080.0,F,0.0,0,24174.0,0.0,1.0
1339,J,F,24087,24177,1.0,17,24087.0,J,0.0,0,24181.0,0.0,1.0
2173,B,C,24095,24275,2.0,18,24095.0,B,0.0,0,24279.0,0.0,2.0
2400,G,A,24150,24457,3.4142,29,24150.0,G,0.0,0,24461.278,0.0,3.4142
720,H,C,24201,24291,1.0,31,24201.0,H,0.0,0,24295.0,0.0,1.0
1195,B,J,24226,24496,3.0,13,24226.0,B,0.0,0,24500.0,0.0,3.0
1501,D,J,24246,24426,2.0,25,24246.0,D,0.0,0,24430.0,0.0,2.0
697,I,G,24247,24427,2.0,33,24247.0,I,0.0,0,24431.0,0.0,2.0
253,I,F,24254,24434,2.0,11,24254.0,I,0.0,0,24438.0,0.0,2.0
1977,E,B,24298,24568,3.0,42,24298.0,E,0.0,0,24572.0,0.0,3.0
118,C,H,24393,24483,1.0,1,24393.0,C,0.0,0,24487.0,0.0,1.0
1706,A,C,24422,24549,1.4142,43,24422.0,A,0.0,0,24553.278,0.0,1.4142
2053,E,D,24428,24608,2.0,44,24428.0,E,0.0,0,24612.0,0.0,2.0
616,F,E,24429,24699,3.0,14,24429.0,F,0.0,0,24703.0,0.0,3.0
2611,G,B,24437,24797,4.0,7,24437.0,G,0.0,0,24801.0,0.0,4.0
1367,B,E,24459,24729,3.0,3,24459.0,B,0.0,0,24733.0,0.0,3.0
1682,E,G,24468,24558,1.0,45,24468.0,E,0.0,0,24562.0,0.0,1.0
1538,H,A,24468,24558,1.0,37,24468.0,H,0.0,0,24562.0,0.0,1.0
2279,C,E,24497,24587,1.0,4,24497.0,C,0.0,0,24591.0,0.0,1.0
24,C,D,24505,24775,3.0,40,24505.0,C,0.0,0,24779.0,0.0,3.0
2301,H,G,24515,24785,3.0,41,24515.0,H,0.0,0,24789.0,0.0,3.0
2490,D,E,24533,24713,2.0,9,24533.0,D,0.0,0,24717.0,0.0,2.0
1039,E,A,24560,24777,2.4142,46,24560.0,E,0.0,0,24781.278,0.0,2.4142
2651,F,B,24620,24800,2.0,0,24620.0,F,0.0,0,24804.0,0.0,2.0
181,D,H,24651,24831,2.0,16,24651.0,D,0.0,0,24835.0,0.0,2.0
2930,H,B,24674,24764,1.0,1,24674.0,H,0.0,0,24768.0,0.0,1.0
386,F,E,24681,24951,3.0,34,24681.0,F,0.0,0,24955.0,0.0,3.0
864,C,H,24691,24781,1.0,18,24691.0,C,0.0,0,24785.0,0.0,1.0
156,H,E,24735,24915,2.0,47,24735.0,H,0.0,0,24919.0,0.0,2.0
1025,G,E,24771,24861,1.0,21,24771.0,G,0.0,0,24865.0,0.0,1.0
2187,B,I,24777,24957,2.0,26,24777.0,B,0.0,0,24961.0,0.0,2.0
711,I,D,24790,24880,1.0,48,24790.0,I,0.0,0,24884.0,0.0,1.0
834,C,F,24798,25158,4.0,31,24798.0,C,0.0,0,25162.0,0.0,4.0
2529,C,B,24804,24984,2.0,43,24804.0,C,0.0,0,24988.0,0.0,2.0
1484,J,F,24844,24934,1.0,23,24844.0,J,0.0,0,24938.0,0.0,1.0
39,G,B,24870,25230,4.0,12,24870.0,G,0.0,0,25234.0,0.0,4.0
1123,F,J,24954,25044,1.0,39,24954.0,F,0.0,0,25048.0,0.0,1.0
1164,C,B,24955,25135,2.0,49,24955.0,C,0.0,0,25139.0,0.0,2.0
2331,I,B,24965,25145,2.0,26,24965.0,I,0.0,0,25149.0,0.0,2.0
1530,H,I,24970,25060,1.0,18,24970.0,H,0.0,0,25064.0,0.0,1.0
1523,B,I,24975,25155,2.0,38,24975.0,B,0.0,0,25159.0,0.0,2.0
1774,H,I,24991,25081,1.0,16,24991.0,H,0.0,0,25085.0,0.0,1.0
961,C,J,24994,25264,3.0,50,24994.0,C,0.0,0,25268.0,0.0,3.0
1594,G,C,25021,25201,2.0,33,25021.0,G,0.0,0,25205.0,0.0,2.0
531,J,E,25025,25205,2.0,15,25025.0,J,0.0,0,25209.0,0.0,2.0
1495,G,I,25035,25215,2.0,45,25035.0,G,0.0,0,25219.0,0.0,2.0
31,B,C,25046,25226,2.0,42,25046.0,B,0.0,0,25230.0,0.0,2.0
2929,F,D,25051,25141,1.0,19,25051.0,F,0.0,0,25145.0,0.0,1.0
1909,J,B,25056,25326,3.0,24,25056.0,J,0.0,0,25330.0,0.0,3.0
1779,A,I,25063,25243,2.0,29,25063.0,A,0.0,0,25247.0,0.0,2.0
1300,I,G,25087,25267,2.0,18,25087.0,I,0.0,0,25271.0,0.0,2.0
1268,C,H,25089,25179,1.0,51,25089.0,C,0.0,0,25183.0,0.0,1.0
255,H,C,25160,25250,1.0,52,25160.0,H,0.0,0,25254.0,0.0,1.0
2223,B,G,25222,25582,4.0,1,25222.0,B,0.0,0,25586.0,0.0,4.0
264,C,H,25250,25340,1.0,33,25250.0,C,0.0,0,25344.0,0.0,1.0
2811,B,I,25294,25474,2.0,7,25294.0,B,0.0,0,25478.0,0.0,2.0
2100,J,I,25330,25420,1.0,28,25330.0,J,0.0,0,25424.0,0.0,1.0
1394,E,D,25352,25532,2.0,4,25352.0,E,0.0,0,25536.0,0.0,2.0
956,G,E,25363,25453,1.0,41,25363.0,G,0.0,0,25457.0,0.0,1.0
792,G,F,25372,25552,2.0,18,25372.0,G,0.0,0,25556.0,0.0,2.0
1640,E,H,25374,25554,2.0,14,25374.0,E,0.0,0,25558.0,0.0,2.0
787,A,B,25378,25505,1.4142,37,25378.0,A,0.0,0,25509.278,0.0,1.4142
1281,B,G,25385,25745,4.0,0,25385.0,B,0.0,0,25749.0,0.0,4.0
407,A,H,25387,25477,1.0,46,25387.0,A,0.0,0,25481.0,0.0,1.0
243,H,A,25397,25487,1.0,51,25397.0,H,0.0,0,25491.0,0.0,1.0
219,A,D,25398,25615,2.4142,53,25398.0,A,0.0,0,25619.278,0.0,2.4142
1722,A,I,25468,25648,2.0,54,25468.0,A,0.0,0,25652.0,0.0,2.0
83,A,H,25469,25559,1.0,55,25469.0,A,0.0,0,25563.0,0.0,1.0
2887,I,F,25487,25667,2.0,16,25487.0,I,0.0,0,25671.0,0.0,2.0
1789,C,F,25495,25855,4.0,42,25495.0,C,0.0,0,25859.0,0.0,4.0
2406,C,H,25498,25588,1.0,52,25498.0,C,0.0,0,25592.0,0.0,1.0
266,B,G,25508,25868,4.0,43,25508.0,B,0.0,0,25872.0,0.0,4.0
1801,F,C,25528,25888,4.0,17,25528.0,F,0.0,0,25892.0,0.0,4.0
547,I,J,25550,25640,1.0,38,25550.0,I,0.0,0,25644.0,0.0,1.0
2808,J,F,25559,25649,1.0,27,25559.0,J,0.0,0,25653.0,0.0,1.0
670,G,E,25588,25678,1.0,1,25588.0,G,0.0,0,25682.0,0.0,1.0
943,C,H,25613,25703,1.0,56,25613.0,C,0.0,0,25707.0,0.0,1.0
1633,C,B,25640,25820,2.0,57,25640.0,C,0.0,0,25824.0,0.0,2.0
905,E,C,25714,25804,1.0,9,25714.0,E,0.0,0,25808.0,0.0,1.0
2068,D,G,25716,25986,3.0,8,25716.0,D,0.0,0,25990.0,0.0,3.0
1361,F,J,25748,25838,1.0,2,25748.0,F,0.0,0,25842.0,0.0,1.0
1928,F,I,25756,25936,2.0,35,25756.0,F,0.0,0,25940.0,0.0,2.0
1353,E,I,25785,25875,1.0,3,25785.0,E,0.0,0,25879.0,0.0,1.0
2082,C,G,25830,26010,2.0,9,25830.0,C,0.0,0,26014.0,0.0,2.0
2157,A,J,25844,26114,3.0,51,25844.0,A,0.0,0,26118.0,0.0,3.0
397,D,G,25873,26143,3.0,6,25873.0,D,0.0,0,26147.0,0.0,3.0
2935,C,I,25899,26079,2.0,17,25899.0,C,0.0,0,26083.0,0.0,2.0
2959,E,G,25907,25997,1.0,21,25907.0,E,0.0,0,26001.0,0.0,1.0
2357,E,C,25915,26005,1.0,47,25915.0,E,0.0,0,26009.0,0.0,1.0
1393,G,A,25916,26223,3.4142,0,25916.0,G,0.0,0,26227.278,0.0,3.4142
2051,E,H,25933,26113,2.0,34,25933.0,E,0.0,0,26117.0,0.0,2.0
1202,G,H,25940,26210,3.0,43,25940.0,G,0.0,0,26214.0,0.0,3.0
2084,B,F,25970,26150,2.0,49,25970.0,B,0.0,0,26154.0,0.0,2.0
1159,G,A,26016,26323,3.4142,8,26016.0,G,0.0,0,26327.278,0.0,3.4142
1618,E,F,26062,26332,3.0,15,26062.0,E,0.0,0,26336.0,0.0,3.0
2432,G,E,26064,26154,1.0,21,26064.0,G,0.0,0,26158.0,0.0,1.0
1014,E,I,26097,26187,1.0,41,26097.0,E,0.0,0,26191.0,0.0,1.0
1302,I,F,26120,26300,2.0,45,26120.0,I,0.0,0,26304.0,0.0,2.0
1743,E,D,26151,26331,2.0,1,26151.0,E,0.0,0,26335.0,0.0,2.0
2182,I,E,26161,26251,1.0,29,26161.0,I,0.0,0,26255.0,0.0,1.0
2801,B,D,26236,26326,1.0,26,26236.0,B,0.0,0,26330.0,0.0,1.0
619,G,B,26257,26617,4.0,9,26257.0,G,0.0,0,26621.0,0.0,4.0
1012,E,F,26294,26564,3.0,21,26294.0,E,0.0,0,26568.0,0.0,3.0
169,F,H,26304,26574,3.0,11,26304.0,F,0.0,0,26578.0,0.0,3.0
1555,D,B,26329,26419,1.0,10,26329.0,D,0.0,0,26423.0,0.0,1.0
788,A,E,26381,26598,2.4142,0,26381.0,A,0.0,0,26602.278,0.0,2.4142
2796,B,J,26405,26675,3.0,12,26405.0,B,0.0,0,26679.0,0.0,3.0
1209,A,I,26424,26604,2.0,8,26424.0,A,0.0,0,26608.0,0.0,2.0
1736,J,F,26459,26549,1.0,30,26459.0,J,0.0,0,26553.0,0.0,1.0
1349,F,B,26471,26651,2.0,23,26471.0,F,0.0,0,26655.0,0.0,2.0
1215,I,E,26556,26646,1.0,28,26556.0,I,0.0,0,26650.0,0.0,1.0
782,J,F,26568,26658,1.0,5,26568.0,J,0.0,0,26662.0,0.0,1.0
2960,B,G,26591,26951,4.0,24,26591.0,B,0.0,0,26955.0,0.0,4.0
1286,F,B,26626,26806,2.0,31,26626.0,F,0.0,0,26810.0,0.0,2.0
44,A,B,26678,26805,1.4142,58,26678.0,A,0.0,0,26809.278,0.0,1.4142
1440,G,F,26702,26882,2.0,6,26702.0,G,0.0,0,26886.0,0.0,2.0
146,D,F,26711,26801,1.0,44,26711.0,D,0.0,0,26805.0,0.0,1.0
1561,E,F,26746,27016,3.0,29,26746.0,E,0.0,0,27020.0,0.0,3.0
446,G,I,26777,26957,2.0,59,26777.0,G,0.0,0,26961.0,0.0,2.0
2859,H,I,26786,26876,1.0,33,26786.0,H,0.0,0,26880.0,0.0,1.0
601,G,H,26790,27060,3.0,60,26790.0,G,0.0,0,27064.0,0.0,3.0
951,I,H,26815,26905,1.0,7,26815.0,I,0.0,0,26909.0,0.0,1.0
2853,D,B,26827,26917,1.0,40,26827.0,D,0.0,0,26921.0,0.0,1.0
683,I,G,26839,27019,2.0,54,26839.0,I,0.0,0,27023.0,0.0,2.0
807,B,I,26874,27054,2.0,37,26874.0,B,0.0,0,27058.0,0.0,2.0
945,A,H,26906,26996,1.0,61,26906.0,A,0.0,0,27000.0,0.0,1.0
1233,H,F,26972,27242,3.0,46,26972.0,H,0.0,0,27246.0,0.0,3.0
218,C,A,26977,27104,1.4142,47,26977.0,C,0.0,0,27108.278,0.0,1.4142
1730,I,G,27044,27224,2.0,3,27044.0,I,0.0,0,27228.0,0.0,2.0
1184,I,F,27066,27246,2.0,35,27066.0,I,0.0,0,27250.0,0.0,2.0
1371,H,G,27107,27377,3.0,14,27107.0,H,0.0,0,27381.0,0.0,3.0
2863,J,C,27162,27432,3.0,22,27162.0,J,0.0,0,27436.0,0.0,3.0
1174,B,J,27235,27505,3.0,57,27235.0,B,0.0,0,27509.0,0.0,3.0
1920,I,G,27292,27472,2.0,17,27292.0,I,0.0,0,27476.0,0.0,2.0
690,H,D,27301,27481,2.0,55,27301.0,H,0.0,0,27485.0,0.0,2.0
1737,E,G,27342,27432,1.0,0,27342.0,E,0.0,0,27436.0,0.0,1.0
150,F,B,27368,27548,2.0,18,27368.0,F,0.0,0,27552.0,0.0,2.0
209,B,A,27389,27516,1.4142,10,27389.0,B,0.0,0,27520.278,0.0,1.4142
1156,F,I,27408,27588,2.0,27,27408.0,F,0.0,0,27592.0,0.0,2.0
2826,B,E,27435,27705,3.0,9,27435.0,B,0.0,0,27709.0,0.0,3.0
658,C,A,27436,27563,1.4142,22,27436.0,C,0.0,0,27567.278,0.0,1.4142
1508,A,C,27448,27575,1.4142,47,27448.0,A,0.0,0,27579.278,0.0,1.4142
2360,G,F,27483,27663,2.0,24,27483.0,G,0.0,0,27667.0,0.0,2.0
1772,C,G,27493,27673,2.0,62,27493.0,C,0.0,0,27677.0,0.0,2.0
1309,F,C,27566,27926,4.0,16,27566.0,F,0.0,0,27930.0,0.0,4.0
177,I,A,27594,27774,2.0,41,27594.0,I,0.0,0,27778.0,0.0,2.0
1978,A,J,27603,27873,3.0,10,27603.0,A,0.0,0,27877.0,0.0,3.0
143,G,E,27670,27760,1.0,54,27670.0,G,0.0,0,27764.0,0.0,1.0
960,I,F,27675,27855,2.0,8,27675.0,I,0.0,0,27859.0,0.0,2.0
1992,I,G,27692,27872,2.0,33,27692.0,I,0.0,0,27876.0,0.0,2.0
122,G,E,27700,27790,1.0,3,27700.0,G,0.0,0,27794.0,0.0,1.0
402,A,G,27721,28028,3.4142,22,27721.0,A,0.0,0,28032.278,0.0,3.4142
1831,G,B,27725,28085,4.0,14,27725.0,G,0.0,0,28089.0,0.0,4.0
2379,J,G,27741,27831,1.0,36,27741.0,J,0.0,0,27835.0,0.0,1.0
2643,J,G,27752,27842,1.0,20,27752.0,J,0.0,0,27846.0,0.0,1.0
2159,C,H,27753,27843,1.0,47,27753.0,C,0.0,0,27847.0,0.0,1.0
1379,B,J,27777,28047,3.0,23,27777.0,B,0.0,0,28051.0,0.0,3.0
796,G,C,27784,27964,2.0,0,27784.0,G,0.0,0,27968.0,0.0,2.0
887,E,J,27821,28001,2.0,28,27821.0,E,0.0,0,28005.0,0.0,2.0
1041,A,H,27838,27928,1.0,41,27838.0,A,0.0,0,27932.0,0.0,1.0
2034,F,E,27865,28135,3.0,42,27865.0,F,0.0,0,28139.0,0.0,3.0
2590,G,C,27867,28047,2.0,17,27867.0,G,0.0,0,28051.0,0.0,2.0
1540,I,G,27873,28053,2.0,59,27873.0,I,0.0,0,28057.0,0.0,2.0
82,F,D,27897,27987,1.0,49,27897.0,F,0.0,0,27991.0,0.0,1.0
546,D,E,27904,28084,2.0,48,27904.0,D,0.0,0,28088.0,0.0,2.0
2335,I,B,27913,28093,2.0,37,27913.0,I,0.0,0,28097.0,0.0,2.0
276,H,F,27930,28200,3.0,52,27930.0,H,0.0,0,28204.0,0.0,3.0
2013,G,B,27942,28302,4.0,62,27942.0,G,0.0,0,28306.0,0.0,4.0
2284,E,J,27974,28154,2.0,9,27974.0,E,0.0,0,28158.0,0.0,2.0
337,A,F,27979,28286,3.4142,63,27979.0,A,0.0,0,28290.278,0.0,3.4142
244,D,J,28004,28184,2.0,19,28004.0,D,0.0,0,28188.0,0.0,2.0
1436,E,F,28062,28332,3.0,54,28062.0,E,0.0,0,28336.0,0.0,3.0
344,J,D,28076,28256,2.0,32,28076.0,J,0.0,0,28260.0,0.0,2.0
544,I,A,28136,28316,2.0,27,28136.0,I,0.0,0,28320.0,0.0,2.0
1848,C,B,28174,28354,2.0,16,28174.0,C,0.0,0,28358.0,0.0,2.0
1576,H,C,28209,28299,1.0,56,28209.0,H,0.0,0,28303.0,0.0,1.0
2961,E,A,28249,28466,2.4142,3,28249.0,E,0.0,0,28470.278,0.0,2.4142
2488,F,E,28264,28534,3.0,45,28264.0,F,0.0,0,28538.0,0.0,3.0
2226,A,J,28265,28535,3.0,64,28265.0,A,0.0,0,28539.0,0.0,3.0
1708,E,I,28275,28365,1.0,48,28275.0,E,0.0,0,28369.0,0.0,1.0
946,G,E,28284,28374,1.0,36,28284.0,G,0.0,0,28378.0,0.0,1.0
2145,H,A,28296,28386,1.0,34,28296.0,H,0.0,0,28390.0,0.0,1.0
874,J,C,28311,28581,3.0,25,28311.0,J,0.0,0,28585.0,0.0,3.0
1559,F,I,28318,28498,2.0,15,28318.0,F,0.0,0,28502.0,0.0,2.0
2243,F,J,28323,28413,1.0,30,28323.0,F,0.0,0,28417.0,0.0,1.0
26,G,E,28325,28415,1.0,20,28325.0,G,0.0,0,28419.0,0.0,1.0
2748,A,G,28326,28633,3.4142,27,28326.0,A,0.0,0,28637.278,0.0,3.4142
1704,D,E,28359,28539,2.0,4,28359.0,D,0.0,0,28543.0,0.0,2.0
2344,E,I,28369,28459,1.0,42,28369.0,E,0.0,0,28463.0,0.0,1.0
242,I,F,28385,28565,2.0,48,28385.0,I,0.0,0,28569.0,0.0,2.0
1510,E,J,28428,28608,2.0,36,28428.0,E,0.0,0,28612.0,0.0,2.0
86,E,B,28445,28715,3.0,20,28445.0,E,0.0,0,28719.0,0.0,3.0
1800,A,G,28446,28753,3.4142,34,28446.0,A,0.0,0,28757.278,0.0,3.4142
2572,A,I,28485,28665,2.0,3,28485.0,A,0.0,0,28669.0,0.0,2.0
2588,B,D,28487,28577,1.0,58,28487.0,B,0.0,0,28581.0,0.0,1.0
112,G,B,28518,28878,4.0,33,28518.0,G,0.0,0,28882.0,0.0,4.0
1986,J,H,28541,28721,2.0,13,28541.0,J,0.0,0,28725.0,0.0,2.0
2120,H,F,28544,28814,3.0,43,28544.0,H,0.0,0,28818.0,0.0,3.0
2653,G,J,28573,28663,1.0,22,28573.0,G,0.0,0,28667.0,0.0,1.0
1564,G,J,28595,28685,1.0,59,28595.0,G,0.0,0,28689.0,0.0,1.0
2119,E,C,28605,28695,1.0,45,28605.0,E,0.0,0,28699.0,0.0,1.0
1740,B,I,28605,28785,2.0,31,28605.0,B,0.0,0,28789.0,0.0,2.0
1280,D,I,28611,28701,1.0,53,28611.0,D,0.0,0,28705.0,0.0,1.0
416,E,B,28664,28934,3.0,4,28664.0,E,0.0,0,28938.0,0.0,3.0
2691,B,I,28692,28872,2.0,40,28692.0,B,0.0,0,28876.0,0.0,2.0
2278,B,E,28749,29019,3.0,18,28749.0,B,0.0,0,29023.0,0.0,3.0
538,H,F,28788,29058,3.0,11,28788.0,H,0.0,0,29062.0,0.0,3.0
