pid,arrival_stop,destination_stop,arrival_time,destination_time,distance,pod_id,pod_arrival_time,pod_current_loc,travel_distance,waiting_time,pod_final_time,empty_km,nonempty_km
1266,G,E,22866,22956,1.0,42,22866.0,G,0.0,0,22960.0,0.0,1.0
1972,B,D,22867,22957,1.0,15,22867.0,B,0.0,0,22961.0,0.0,1.0
1791,E,B,22897,23167,3.0,28,22897.0,E,0.0,0,23171.0,0.0,3.0
3336,J,G,22901,22991,1.0,31,22901.0,J,0.0,0,22995.0,0.0,1.0
2979,J,E,22906,23086,2.0,11,22906.0,J,0.0,0,23090.0,0.0,2.0
1269,A,J,22906,23176,3.0,6,22906.0,A,0.0,0,23180.0,0.0,3.0
163,F,J,22907,22997,1.0,43,22907.0,F,0.0,0,23001.0,0.0,1.0
641,J,F,22913,23003,1.0,8,22913.0,J,0.0,0,23007.0,0.0,1.0
4842,G,A,22916,23223,3.4142,44,22916.0,G,0.0,0,23227.278,0.0,3.4142
1210,C,G,22916,23096,2.0,18,22916.0,C,0.0,0,23100.0,0.0,2.0
4719,I,C,22918,23098,2.0,1,22918.0,I,0.0,0,23102.0,0.0,2.0
2271,I,E,22961,23051,1.0,9,22961.0,I,0.0,0,23055.0,0.0,1.0
3717,D,E,22967,23147,2.0,36,22967.0,D,0.0,0,23151.0,0.0,2.0
4877,J,I,22973,23063,1.0,12,22973.0,J,0.0,0,23067.0,0.0,1.0
825,B,J,22998,23268,3.0,4,22998.0,B,0.0,0,23272.0,0.0,3.0
3789,G,B,23007,23367,4.0,31,23007.0,G,0.0,0,23371.0,0.0,4.0
497,H,B,23022,23112,1.0,10,23022.0,H,0.0,0,23116.0,0.0,1.0
4335,D,B,23035,23125,1.0,29,23035.0,D,0.0,0,23129.0,0.0,1.0
4285,E,G,23040,23130,1.0,26,23040.0,E,0.0,0,23134.0,0.0,1.0
1099,H,J,23040,23220,2.0,33,23040.0,H,0.0,0,23224.0,0.0,2.0
2367,A,F,23069,23376,3.4142,22,23069.0,A,0.0,0,23380.278,0.0,3.4142
3023,J,F,23078,23168,1.0,14,23078.0,J,0.0,0,23172.0,0.0,1.0
3351,G,D,23082,23352,3.0,39,23082.0,G,0.0,0,23356.0,0.0,3.0
501,I,E,23104,23194,1.0,5,23104.0,I,0.0,0,23198.0,0.0,1.0
2208,F,C,23109,23469,4.0,32,23109.0,F,0.0,0,23473.0,0.0,4.0
3796,J,F,23119,23209,1.0,40,23119.0,J,0.0,0,23213.0,0.0,1.0
1866,J,G,23123,23213,1.0,43,23123.0,J,0.0,0,23217.0,0.0,1.0
5013,J,F,23123,23213,1.0,45,23123.0,J,0.0,0,23217.0,0.0,1.0
1755,C,E,23152,23242,1.0,0,23152.0,C,0.0,0,23246.0,0.0,1.0
3959,D,J,23153,23333,2.0,15,23153.0,D,0.0,0,23337.0,0.0,2.0
2059,B,A,23164,23291,1.4142,35,23164.0,B,0.0,0,23295.278,0.0,1.4142
1950,J,E,23177,23357,2.0,46,23177.0,J,0.0,0,23361.0,0.0,2.0
2352,E,G,23196,23286,1.0,16,23196.0,E,0.0,0,23290.0,0.0,1.0
3567,I,C,23200,23380,2.0,12,23200.0,I,0.0,0,23384.0,0.0,2.0
853,D,A,23201,23418,2.4142,47,23201.0,D,0.0,0,23422.278,0.0,2.4142
2655,J,F,23267,23357,1.0,6,23267.0,J,0.0,0,23361.0,0.0,1.0
3413,A,C,23277,23404,1.4142,3,23277.0,A,0.0,0,23408.278,0.0,1.4142
3794,F,H,23283,23553,3.0,17,23283.0,F,0.0,0,23557.0,0.0,3.0
3111,D,J,23292,23472,2.0,48,23292.0,D,0.0,0,23476.0,0.0,2.0
2471,G,J,23311,23401,1.0,18,23311.0,G,0.0,0,23405.0,0.0,1.0
491,C,H,23321,23411,1.0,37,23321.0,C,0.0,0,23415.0,0.0,1.0
2122,E,F,23335,23605,3.0,21,23335.0,E,0.0,0,23609.0,0.0,3.0
3512,B,A,23337,23464,1.4142,30,23337.0,B,0.0,0,23468.278,0.0,1.4142
4965,I,J,23350,23440,1.0,49,23350.0,I,0.0,0,23444.0,0.0,1.0
2953,F,H,23367,23637,3.0,8,23367.0,F,0.0,0,23641.0,0.0,3.0
1229,I,H,23372,23462,1.0,50,23372.0,I,0.0,0,23466.0,0.0,1.0
2158,F,D,23383,23473,1.0,14,23383.0,F,0.0,0,23477.0,0.0,1.0
649,J,E,23388,23568,2.0,33,23388.0,J,0.0,0,23572.0,0.0,2.0
4242,E,F,23398,23668,3.0,27,23398.0,E,0.0,0,23672.0,0.0,3.0
4652,H,G,23410,23680,3.0,51,23410.0,H,0.0,0,23684.0,0.0,3.0
3009,E,D,23422,23602,2.0,34,23422.0,E,0.0,0,23606.0,0.0,2.0
436,E,J,23441,23621,2.0,23,23441.0,E,0.0,0,23625.0,0.0,2.0
1953,D,G,23442,23712,3.0,39,23442.0,D,0.0,0,23716.0,0.0,3.0
2439,G,E,23448,23538,1.0,26,23448.0,G,0.0,0,23542.0,0.0,1.0
1837,E,I,23485,23575,1.0,19,23485.0,E,0.0,0,23579.0,0.0,1.0
1550,F,B,23497,23677,2.0,40,23497.0,F,0.0,0,23681.0,0.0,2.0
3560,I,B,23503,23683,2.0,52,23503.0,I,0.0,0,23687.0,0.0,2.0
1549,F,I,23518,23698,2.0,45,23518.0,F,0.0,0,23702.0,0.0,2.0
2915,I,C,23521,23701,2.0,53,23521.0,I,0.0,0,23705.0,0.0,2.0
3667,F,A,23553,23860,3.4142,6,23553.0,F,0.0,0,23864.278,0.0,3.4142
2397,A,I,23554,23734,2.0,25,23554.0,A,0.0,0,23738.0,0.0,2.0
1233,E,J,23562,23742,2.0,42,23562.0,E,0.0,0,23746.0,0.0,2.0
965,F,A,23563,23870,3.4142,22,23563.0,F,0.0,0,23874.278,0.0,3.4142
4926,H,A,23565,23655,1.0,37,23565.0,H,0.0,0,23659.0,0.0,1.0
3445,A,J,23588,23858,3.0,7,23588.0,A,0.0,0,23862.0,0.0,3.0
3982,J,A,23594,23864,3.0,4,23594.0,J,0.0,0,23868.0,0.0,3.0
4050,H,E,23601,23781,2.0,50,23601.0,H,0.0,0,23785.0,0.0,2.0
4211,B,D,23602,23692,1.0,38,23602.0,B,0.0,0,23696.0,0.0,1.0
2719,C,G,23603,23783,2.0,2,23603.0,C,0.0,0,23787.0,0.0,2.0
4185,I,J,23609,23699,1.0,19,23609.0,I,0.0,0,23703.0,0.0,1.0
4985,D,G,23617,23887,3.0,14,23617.0,D,0.0,0,23891.0,0.0,3.0
1070,J,F,23620,23710,1.0,15,23620.0,J,0.0,0,23714.0,0.0,1.0
4182,C,E,23627,23717,1.0,1,23627.0,C,0.0,0,23721.0,0.0,1.0
1372,B,I,23659,23839,2.0,20,23659.0,B,0.0,0,23843.0,0.0,2.0
165,C,A,23660,23787,1.4142,41,23660.0,C,0.0,0,23791.278,0.0,1.4142
2184,B,D,23667,23757,1.0,10,23667.0,B,0.0,0,23761.0,0.0,1.0
2101,G,J,23703,23793,1.0,43,23703.0,G,0.0,0,23797.0,0.0,1.0
4038,G,H,23705,23975,3.0,16,23705.0,G,0.0,0,23979.0,0.0,3.0
1328,E,A,23708,23925,2.4142,13,23708.0,E,0.0,0,23929.278,0.0,2.4142
4769,I,B,23711,23891,2.0,45,23711.0,I,0.0,0,23895.0,0.0,2.0
1225,F,A,23715,24022,3.4142,21,23715.0,F,0.0,0,24026.278,0.0,3.4142
535,A,G,23753,24060,3.4142,24,23753.0,A,0.0,0,24064.278,0.0,3.4142
3693,J,C,23756,24026,3.0,18,23756.0,J,0.0,0,24030.0,0.0,3.0
4784,A,B,23767,23894,1.4142,44,23767.0,A,0.0,0,23898.278,0.0,1.4142
3261,E,C,23794,23884,1.0,9,23794.0,E,0.0,0,23888.0,0.0,1.0
1893,C,J,23814,24084,3.0,12,23814.0,C,0.0,0,24088.0,0.0,3.0
2985,G,J,23820,23910,1.0,51,23820.0,G,0.0,0,23914.0,0.0,1.0
929,H,B,23830,23920,1.0,17,23830.0,H,0.0,0,23924.0,0.0,1.0
3387,J,C,23839,24109,3.0,49,23839.0,J,0.0,0,24113.0,0.0,3.0
1341,A,D,23857,24074,2.4142,35,23857.0,A,0.0,0,24078.278,0.0,2.4142
2628,E,F,23890,24160,3.0,11,23890.0,E,0.0,0,24164.0,0.0,3.0
3606,J,A,23927,24197,3.0,48,23927.0,J,0.0,0,24201.0,0.0,3.0
4638,I,J,23929,24019,1.0,25,23929.0,I,0.0,0,24023.0,0.0,1.0
1507,D,I,23955,24045,1.0,34,23955.0,D,0.0,0,24049.0,0.0,1.0
3817,G,H,24001,24271,3.0,39,24001.0,G,0.0,0,24275.0,0.0,3.0
833,G,J,24028,24118,1.0,2,24028.0,G,0.0,0,24122.0,0.0,1.0
3363,C,J,24032,24302,3.0,3,24032.0,C,0.0,0,24306.0,0.0,3.0
4161,H,B,24041,24131,1.0,8,24041.0,H,0.0,0,24135.0,0.0,1.0
696,G,A,24054,24361,3.4142,14,24054.0,G,0.0,0,24365.278,0.0,3.4142
588,A,H,24060,24150,1.0,47,24060.0,A,0.0,0,24154.0,0.0,1.0
3666,C,J,24063,24333,3.0,32,24063.0,C,0.0,0,24337.0,0.0,3.0
462,H,I,24094,24184,1.0,16,24094.0,H,0.0,0,24188.0,0.0,1.0
2336,A,I,24101,24281,2.0,30,24101.0,A,0.0,0,24285.0,0.0,2.0
4974,D,E,24112,24292,2.0,38,24112.0,D,0.0,0,24296.0,0.0,2.0
3780,F,I,24115,24295,2.0,27,24115.0,F,0.0,0,24299.0,0.0,2.0
1976,J,D,24118,24298,2.0,23,24118.0,J,0.0,0,24302.0,0.0,2.0
596,G,A,24131,24438,3.4142,24,24131.0,G,0.0,0,24442.278,0.0,3.4142
3330,J,B,24135,24405,3.0,19,24135.0,J,0.0,0,24409.0,0.0,3.0
4398,E,D,24139,24319,2.0,36,24139.0,E,0.0,0,24323.0,0.0,2.0
4046,D,F,24146,24236,1.0,10,24146.0,D,0.0,0,24240.0,0.0,1.0
2621,A,C,24148,24275,1.4142,37,24148.0,A,0.0,0,24279.278,0.0,1.4142
3687,C,G,24150,24330,2.0,53,24150.0,C,0.0,0,24334.0,0.0,2.0
2209,B,G,24155,24515,4.0,29,24155.0,B,0.0,0,24519.0,0.0,4.0
1826,C,F,24174,24534,4.0,9,24174.0,C,0.0,0,24538.0,0.0,4.0
1672,H,C,24214,24304,1.0,47,24214.0,H,0.0,0,24308.0,0.0,1.0
3660,I,G,24216,24396,2.0,20,24216.0,I,0.0,0,24400.0,0.0,2.0
4615,D,C,24219,24489,3.0,35,24219.0,D,0.0,0,24493.0,0.0,3.0
4341,A,J,24224,24494,3.0,41,24224.0,A,0.0,0,24498.0,0.0,3.0
438,E,A,24227,24444,2.4142,5,24227.0,E,0.0,0,24448.278,0.0,2.4142
1890,B,H,24231,24321,1.0,28,24231.0,B,0.0,0,24325.0,0.0,1.0
4868,F,G,24254,24434,2.0,15,24254.0,F,0.0,0,24438.0,0.0,2.0
603,A,F,24264,24571,3.4142,6,24264.0,A,0.0,0,24575.278,0.0,3.4142
4020,G,E,24285,24375,1.0,54,24285.0,G,0.0,0,24379.0,0.0,1.0
2023,I,J,24299,24389,1.0,34,24299.0,I,0.0,0,24393.0,0.0,1.0
820,I,H,24323,24413,1.0,16,24323.0,I,0.0,0,24417.0,0.0,1.0
2250,C,G,24338,24518,2.0,18,24338.0,C,0.0,0,24522.0,0.0,2.0
626,C,H,24341,24431,1.0,49,24341.0,C,0.0,0,24435.0,0.0,1.0
2819,D,A,24361,24578,2.4142,23,24361.0,D,0.0,0,24582.278,0.0,2.4142
3504,H,E,24391,24571,2.0,39,24391.0,H,0.0,0,24575.0,0.0,2.0
2603,F,A,24438,24745,3.4142,11,24438.0,F,0.0,0,24749.278,0.0,3.4142
4382,I,D,24451,24541,1.0,30,24451.0,I,0.0,0,24545.0,0.0,1.0
2020,G,D,24475,24745,3.0,53,24475.0,G,0.0,0,24749.0,0.0,3.0
1197,J,G,24477,24567,1.0,42,24477.0,J,0.0,0,24571.0,0.0,1.0
2781,I,A,24478,24658,2.0,27,24478.0,I,0.0,0,24662.0,0.0,2.0
3249,J,E,24479,24659,2.0,43,24479.0,J,0.0,0,24663.0,0.0,2.0
3073,I,A,24487,24667,2.0,55,24487.0,I,0.0,0,24671.0,0.0,2.0
925,F,C,24511,24871,4.0,10,24511.0,F,0.0,0,24875.0,0.0,4.0
369,G,B,24528,24888,4.0,20,24528.0,G,0.0,0,24892.0,0.0,4.0
907,D,B,24535,24625,1.0,36,24535.0,D,0.0,0,24629.0,0.0,1.0
1603,A,H,24570,24660,1.0,4,24570.0,A,0.0,0,24664.0,0.0,1.0
985,D,I,24590,24680,1.0,30,24590.0,D,0.0,0,24684.0,0.0,1.0
4284,I,F,24596,24776,2.0,56,24596.0,I,0.0,0,24780.0,0.0,2.0
4442,D,I,24607,24697,1.0,57,24607.0,D,0.0,0,24701.0,0.0,1.0
806,D,F,24607,24697,1.0,58,24607.0,D,0.0,0,24701.0,0.0,1.0
698,E,F,24608,24878,3.0,0,24608.0,E,0.0,0,24882.0,0.0,3.0
4006,F,A,24623,24930,3.4142,9,24623.0,F,0.0,0,24934.278,0.0,3.4142
127,I,B,24628,24808,2.0,59,24628.0,I,0.0,0,24812.0,0.0,2.0
1090,G,H,24637,24907,3.0,15,24637.0,G,0.0,0,24911.0,0.0,3.0
4968,G,C,24638,24818,2.0,29,24638.0,G,0.0,0,24822.0,0.0,2.0
4697,E,H,24645,24825,2.0,46,24645.0,E,0.0,0,24829.0,0.0,2.0
1556,I,B,24666,24846,2.0,60,24666.0,I,0.0,0,24850.0,0.0,2.0
173,H,F,24690,24960,3.0,28,24690.0,H,0.0,0,24964.0,0.0,3.0
16,I,F,24722,24902,2.0,30,24722.0,I,0.0,0,24906.0,0.0,2.0
4806,D,F,24739,24829,1.0,61,24739.0,D,0.0,0,24833.0,0.0,1.0
3466,B,I,24757,24937,2.0,31,24757.0,B,0.0,0,24941.0,0.0,2.0
4000,H,I,24781,24871,1.0,16,24781.0,H,0.0,0,24875.0,0.0,1.0
2908,D,I,24786,24876,1.0,53,24786.0,D,0.0,0,24880.0,0.0,1.0
1868,A,J,24786,25056,3.0,22,24786.0,A,0.0,0,25060.0,0.0,3.0
2625,D,H,24802,24982,2.0,62,24802.0,D,0.0,0,24986.0,0.0,2.0
1617,B,A,24808,24935,1.4142,40,24808.0,B,0.0,0,24939.278,0.0,1.4142
2018,D,G,24871,25141,3.0,63,24871.0,D,0.0,0,25145.0,0.0,3.0
977,G,D,24889,25159,3.0,18,24889.0,G,0.0,0,25163.0,0.0,3.0
2189,D,B,24892,24982,1.0,64,24892.0,D,0.0,0,24986.0,0.0,1.0
1414,I,H,24919,25009,1.0,57,24919.0,I,0.0,0,25013.0,0.0,1.0
1897,D,J,24934,25114,2.0,65,24934.0,D,0.0,0,25118.0,0.0,2.0
2095,J,B,24945,25215,3.0,7,24945.0,J,0.0,0,25219.0,0.0,3.0
2137,D,E,24946,25126,2.0,66,24946.0,D,0.0,0,25130.0,0.0,2.0
1662,G,C,24951,25131,2.0,42,24951.0,G,0.0,0,25135.0,0.0,2.0
2128,E,J,24952,25132,2.0,26,24952.0,E,0.0,0,25136.0,0.0,2.0
1618,A,J,24954,25224,3.0,13,24954.0,A,0.0,0,25228.0,0.0,3.0
4410,B,F,24955,25135,2.0,52,24955.0,B,0.0,0,25139.0,0.0,2.0
178,B,E,24966,25236,3.0,45,24966.0,B,0.0,0,25240.0,0.0,3.0
3065,I,C,24972,25152,2.0,16,24972.0,I,0.0,0,25156.0,0.0,2.0
5020,A,E,24990,25207,2.4142,21,24990.0,A,0.0,0,25211.278,0.0,2.4142
1974,H,J,24990,25170,2.0,49,24990.0,H,0.0,0,25174.0,0.0,2.0
830,I,H,25020,25110,1.0,53,25020.0,I,0.0,0,25114.0,0.0,1.0
2683,E,A,25046,25263,2.4142,33,25046.0,E,0.0,0,25267.278,0.0,2.4142
3470,B,H,25050,25140,1.0,44,25050.0,B,0.0,0,25144.0,0.0,1.0
729,E,F,25059,25329,3.0,1,25059.0,E,0.0,0,25333.0,0.0,3.0
2021,A,I,25060,25240,2.0,48,25060.0,A,0.0,0,25244.0,0.0,2.0
3067,D,F,25073,25163,1.0,67,25073.0,D,0.0,0,25167.0,0.0,1.0
465,D,J,25080,25260,2.0,68,25080.0,D,0.0,0,25264.0,0.0,2.0
4507,A,G,25081,25388,3.4142,14,25081.0,A,0.0,0,25392.278,0.0,3.4142
4675,F,D,25101,25191,1.0,6,25101.0,F,0.0,0,25195.0,0.0,1.0
2176,D,H,25108,25288,2.0,69,25108.0,D,0.0,0,25292.0,0.0,2.0
4522,G,F,25117,25297,2.0,70,25117.0,G,0.0,0,25301.0,0.0,2.0
1604,F,G,25150,25330,2.0,58,25150.0,F,0.0,0,25334.0,0.0,2.0
1116,F,J,25169,25259,1.0,56,25169.0,F,0.0,0,25263.0,0.0,1.0
193,B,I,25176,25356,2.0,17,25176.0,B,0.0,0,25360.0,0.0,2.0
479,I,H,25177,25267,1.0,31,25177.0,I,0.0,0,25271.0,0.0,1.0
3627,H,F,25183,25453,3.0,4,25183.0,H,0.0,0,25457.0,0.0,3.0
1000,F,I,25183,25363,2.0,61,25183.0,F,0.0,0,25367.0,0.0,2.0
1408,I,D,25190,25280,1.0,71,25190.0,I,0.0,0,25284.0,0.0,1.0
4984,J,B,25220,25490,3.0,51,25220.0,J,0.0,0,25494.0,0.0,3.0
1762,D,J,25230,25410,2.0,18,25230.0,D,0.0,0,25414.0,0.0,2.0
3286,F,G,25231,25411,2.0,0,25231.0,F,0.0,0,25415.0,0.0,2.0
2299,E,I,25251,25341,1.0,50,25251.0,E,0.0,0,25345.0,0.0,1.0
4368,H,A,25252,25342,1.0,46,25252.0,H,0.0,0,25346.0,0.0,1.0
2888,D,F,25262,25352,1.0,6,25262.0,D,0.0,0,25356.0,0.0,1.0
3809,D,B,25262,25352,1.0,72,25262.0,D,0.0,0,25356.0,0.0,1.0
1253,F,I,25271,25451,2.0,30,25271.0,F,0.0,0,25455.0,0.0,2.0
1106,D,G,25276,25546,3.0,73,25276.0,D,0.0,0,25550.0,0.0,3.0
2698,E,I,25281,25371,1.0,38,25281.0,E,0.0,0,25375.0,0.0,1.0
1820,C,H,25281,25371,1.0,37,25281.0,C,0.0,0,25375.0,0.0,1.0
1878,B,E,25289,25559,3.0,8,25289.0,B,0.0,0,25563.0,0.0,3.0
3714,D,G,25314,25584,3.0,71,25314.0,D,0.0,0,25588.0,0.0,3.0
1812,G,B,25330,25690,4.0,63,25330.0,G,0.0,0,25694.0,0.0,4.0
1021,F,I,25332,25512,2.0,28,25332.0,F,0.0,0,25516.0,0.0,2.0
2611,B,H,25342,25432,1.0,19,25342.0,B,0.0,0,25436.0,0.0,1.0
952,C,J,25355,25625,3.0,47,25355.0,C,0.0,0,25629.0,0.0,3.0
2311,F,B,25365,25545,2.0,52,25365.0,F,0.0,0,25549.0,0.0,2.0
3118,E,C,25404,25494,1.0,54,25404.0,E,0.0,0,25498.0,0.0,1.0
