pid,arrival_stop,destination_stop,arrival_time,departure_time,flag,pod_departure,from_stop,path,travel_time,waiting_time,destination_time,distance
53,D,B,48067,48255,1,48157,,DB,90,90,48157,1
54,E,I,77465,77563,1,77465,,EI,90,0,77555,1
55,C,G,69909,70097,1,69909,,CEG,180,0,70089,2
56,H,E,41716,41904,1,41716,,HCE,180,0,41896,2
57,C,B,74989,75267,1,75079,,CHB,180,90,75169,2
58,H,E,53125,53313,1,53125,,HCE,180,0,53305,2
59,E,I,58417,58583,1,58485,,EI,90,68,58507,1
60,H,G,37507,37844,1,37566,,HCEG,270,59,37777,3
61,H,E,42888,43076,1,42888,,HCE,180,0,43068,2
62,C,F,59366,59824,1,59456,,CHBDF,360,90,59726,4
63,J,A,54344,54622,1,54344,,JIHA,270,0,54614,3
64,A,I,54561,54828,1,54640,,AHI,180,79,54741,2
65,C,D,56731,57039,1,56761,,CHBD,270,30,57001,3
66,C,H,44753,44851,1,44753,,CH,90,0,44843,1
67,A,H,71995,72220.278,1,72122.278,,AH,90,127.2780000000057,72085,1
68,A,B,53287,53547.278,1,53412,,AB,127.27799999999999,125,53414.278,1.4142
69,J,D,73025,73213,1,73025,,JID,180,0,73205,2
70,F,G,61290,61480,1,61290,,FJG,180,0,61470,2
71,I,E,73399,73497,1,73399,,IE,90,0,73489,1
72,E,D,77212,77400,1,77212,,EID,180,0,77392,2
73,F,J,74888,74986,1,74888,,FJ,90,0,74978,1
74,B,D,85838,85936,1,85838,,BD,90,0,85928,1
75,B,F,74848,75036,1,74848,,BDF,180,0,75028,2
76,E,A,51331,51646.278,1,51421,,ECA,217.278,90,51548.278,2.4142
77,D,C,66287,66565,1,66287,,DBHC,270,0,66557,3
78,E,B,57140,57418,1,57140,,ECHB,270,0,57410,3
79,A,F,48985,49390.278,1,49075,,ABDF,307.278,90,49292.278,3.4142
80,D,A,56177,56402.278,1,56177,,DBA,217.278,0,56394.278,2.4142
81,F,I,44847,45035,1,44847,,FDI,180,0,45027,2
82,F,D,27897,27995,1,27897,,FD,90,0,27987,1
83,A,H,25469,25694.278,1,25596.278,,AH,90,127.27799999999843,25559,1
84,E,D,66173,66451,1,66263,,EID,180,90,66353,2
85,I,F,23702,23890,1,23702,,IDF,180,0,23882,2
86,E,B,28445,28723,1,28445,,ECHB,270,0,28715,3
87,I,F,75883,76071,1,75883,,IDF,180,0,76063,2
88,E,J,59831,60019,1,59831,,EIJ,180,0,60011,2
89,J,F,78202,78300,1,78202,,JF,90,0,78292,1
90,I,C,29167,29355,1,29167,,IHC,180,0,29347,2
91,F,B,65087,65275,1,65087,,FDB,180,0,65267,2
92,A,B,44980,45115.278,1,44980,,AB,127.27799999999999,0,45107.278,1.4142
93,F,B,80291,80479,1,80291,,FDB,180,0,80471,2
94,D,I,38731,38829,1,38731,,DI,90,0,38821,1
95,G,H,73127,73405,1,73127,,GECH,270,0,73397,3
96,D,A,82911,83136.278,1,82911,,DBA,217.278,0,83128.278,2.4142
97,J,C,56567,56845,1,56567,,JIHC,270,0,56837,3
98,B,F,53078,53356,1,53168,,BDF,180,90,53258,2
99,C,B,66186,66464,1,66276,,CHB,180,90,66366,2
100,H,B,34044,34232,1,34134,,HB,90,90,34134,1
101,J,D,62600,62788,1,62600,,JID,180,0,62780,2
102,I,J,83191,83289,1,83191,,IJ,90,0,83281,1
103,C,D,50111,50389,1,50111,,CHBD,270,0,50381,3
104,F,A,66793,67108.278,1,66793,,FDBA,307.278,0,67100.278,3.4142
105,B,G,74626,74994,1,74626,,BHCEG,360,0,74986,4
106,F,I,48137,48325,1,48137,,FDI,180,0,48317,2
107,I,C,49875,50063,1,49875,,IHC,180,0,50055,2
108,D,G,39867,40145,1,39867,,DFJG,270,0,40137,3
109,J,D,43755,43943,1,43755,,JID,180,0,43935,2
110,C,J,33195,33549,1,33271,,CHIJ,270,76,33465,3
111,A,J,50977,51347,1,51069,,AHIJ,270,92,51247,3
112,G,B,28518,28893.278,1,28518,,GECHB,360,0,28878,4
113,J,C,52522,52800,1,52522,,JIHC,270,0,52792,3
114,H,I,36625,36813,1,36715,,HI,90,90,36715,1
115,H,C,66421,66519,1,66421,,HC,90,0,66511,1
116,D,J,57382,57570,1,57382,,DFJ,180,0,57562,2
117,J,B,72295,72573,1,72295,,JIHB,270,0,72565,3
118,C,H,24393,24491,1,24393,,CH,90,0,24483,1
119,J,I,76082,76180,1,76082,,JI,90,0,76172,1
120,J,H,84531,84719,1,84531,,JIH,180,0,84711,2
121,C,J,22708,22986,1,22708,,CHIJ,270,0,22978,3
122,G,E,27700,27798,1,27700,,GE,90,0,27790,1
123,D,I,41131,41229,1,41131,,DI,90,0,41221,1
124,I,G,40848,41036,1,40848,,IJG,180,0,41028,2
125,J,H,71189,71377,1,71189,,JIH,180,0,71369,2
126,D,F,61624,61812,1,61714,,DF,90,90,61714,1
127,H,C,56266,56364,1,56266,,HC,90,0,56356,1
128,I,D,85950,86048,1,85950,,ID,90,0,86040,1
129,A,B,42553,42688.278,1,42553,,AB,127.27799999999999,0,42680.278,1.4142
130,E,G,72190,72288,1,72190,,EG,90,0,72280,1
131,J,G,40974,41072,1,40974,,JG,90,0,41064,1
132,E,I,55908,56096,1,55998,,EI,90,90,55998,1
133,G,B,74831,75199,1,74831,,GECHB,360,0,75191,4
134,I,F,81863,82051,1,81863,,IDF,180,0,82043,2
135,B,G,74736,75104,1,74736,,BHCEG,360,0,75096,4
136,A,B,68306,68568.55600000001,1,68433.278,,AB,127.27799999999999,127.2780000000057,68433.278,1.4142
137,J,C,33780,34058,1,33780,,JIHC,270,0,34050,3
138,H,J,79380,79658,1,79470,,HIJ,180,90,79560,2
139,E,C,28836,28934,1,28836,,EC,90,0,28926,1
140,I,A,79874,80062,1,79874,,IHA,180,0,80054,2
141,A,H,45666,45854,1,45756,,AH,90,90,45756,1
142,B,J,54040,54318,1,54040,,BHIJ,270,0,54310,3
143,G,E,27670,27768,1,27670,,GE,90,0,27760,1
144,J,B,73407,73685,1,73407,,JIHB,270,0,73677,3
145,E,B,52255,52537.556,1,52255,,ECHB,270,0,52525,3
146,D,F,26711,26809,1,26711,,DF,90,0,26801,1
147,I,F,66775,66966,1,66775,,IDF,180,0,66955,2
148,I,J,30112,30210,1,30112,,IJ,90,0,30202,1
149,F,C,38263,38631,1,38263,,FDBHC,360,0,38623,4
150,F,B,27368,27556,1,27368,,FDB,180,0,27548,2
151,D,E,71796,71984,1,71796,,DIE,180,0,71976,2
152,B,H,29365,29540,1,29442,,BH,90,77,29455,1
153,B,G,79175,79543,1,79175,,BHCEG,360,0,79535,4
154,D,F,76152,76250,1,76152,,DF,90,0,76242,1
155,B,G,53764,54132,1,53764,,BHCEG,360,0,54124,4
156,H,E,24735,24977,1,24789,,HCE,180,54,24915,2
157,F,I,68229,68417,1,68229,,FDI,180,0,68409,2
158,C,I,21949,22137,1,21949,,CHI,180,0,22129,2
159,J,I,71193,71291,1,71193,,JI,90,0,71283,1
160,H,F,31699,32067,1,31789,,HBDF,270,90,31969,3
161,A,E,55078,55483.278,1,55258,,ACE,217.278,180,55295.278,2.4142
162,G,H,75553,75831,1,75553,,GECH,270,0,75823,3
163,B,I,41531,41719,1,41531,,BHI,180,0,41711,2
164,D,G,74358,74636,1,74358,,DFJG,270,0,74628,3
165,A,G,66275,66680.278,1,66365,,ACEG,307.278,90,66582.278,3.4142
166,G,D,82101,82379,1,82101,,GEID,270,0,82371,3
167,D,H,81785,81973,1,81785,,DBH,180,0,81965,2
168,G,J,58747,58847,1,58747,,GJ,90,0,58837,1
169,F,H,26304,26582,1,26304,,FDBH,270,0,26574,3
170,F,C,78595,78963,1,78595,,FDBHC,360,0,78955,4
171,H,J,49740,49928,1,49740,,HIJ,180,0,49920,2
172,F,J,66796,66895,1,66796,,FJ,90,0,66886,1
173,C,D,31105,31451,1,31173,,CHBD,270,68,31375,3
174,I,A,53369,53557,1,53369,,IHA,180,0,53549,2
175,E,J,62046,62234,1,62046,,EIJ,180,0,62226,2
176,I,A,64391,64660,1,64469,,IHA,180,78,64571,2
177,I,A,27594,27782,1,27594,,IHA,180,0,27774,2
178,J,D,45226,45414,1,45226,,JID,180,0,45406,2
179,I,A,31347,31535,1,31347,,IHA,180,0,31527,2
180,C,F,51446,51911,1,51538,,CHBDF,360,92,51806,4
181,D,H,24651,24839,1,24651,,DBH,180,0,24831,2
182,D,F,52779,52967,1,52869,,DF,90,90,52869,1
183,B,G,57324,57784,1,57414,,BHCEG,360,90,57684,4
184,A,D,80044,80269.278,1,80044,,ABD,217.278,0,80261.278,2.4142
185,B,G,58594,58995.278,1,58627.278,,BHCEG,360,33.27799999999843,58954,4
186,J,A,51126,51404,1,51126,,JIHA,270,0,51396,3
187,J,H,58585,58773,1,58585,,JIH,180,0,58765,2
188,E,A,60404,60629.278,1,60404,,ECA,217.278,0,60621.278,2.4142
189,H,C,78576,78674,1,78576,,HC,90,0,78666,1
190,D,B,36637,36735,1,36637,,DB,90,0,36727,1
191,C,H,61343,61441,1,61343,,CH,90,0,61433,1
192,I,A,63347,63640,1,63437,,IHA,180,90,63527,2
193,D,F,44376,44564,1,44466,,DF,90,90,44466,1
194,D,I,61038,61136,1,61038,,DI,90,0,61128,1
195,H,D,72063,72251,1,72063,,HBD,180,0,72243,2
196,G,E,62080,62178,1,62080,,GE,90,0,62170,1
197,H,F,72726,73004,1,72726,,HBDF,270,0,72996,3
198,D,F,43028,43191,1,43093,,DF,90,65,43118,1
199,J,H,55702,55890,1,55702,,JIH,180,0,55882,2
200,B,C,47785,47973,1,47785,,BHC,180,0,47965,2
201,F,E,71961,72239,1,71961,,FDIE,270,0,72231,3
202,C,I,59989,60205,1,60017,,CHI,180,28,60169,2
203,E,A,58109,58424.278,1,58199,,ECA,217.278,90,58326.278,2.4142
204,B,A,38126,38261.278,1,38126,,BA,127.27799999999999,0,38253.278,1.4142
205,I,A,75252,75440,1,75252,,IHA,180,0,75432,2
206,E,H,44153,44341,1,44153,,ECH,180,0,44333,2
207,I,F,72550,72738,1,72550,,IDF,180,0,72730,2
208,E,F,47573,47851,1,47573,,EIDF,270,0,47843,3
209,B,A,27389,27530.278,1,27389,,BA,127.27799999999999,0,27516.278,1.4142
210,I,A,44292,44480,1,44292,,IHA,180,0,44472,2
211,J,G,54033,54131,1,54033,,JG,90,0,54123,1
212,E,A,77075,77300.278,1,77075,,ECA,217.278,0,77292.278,2.4142
213,B,H,44716,44814,1,44716,,BH,90,0,44806,1
214,E,I,30790,30888,1,30790,,EI,90,0,30880,1
215,J,D,38928,39116,1,38928,,JID,180,0,39108,2
216,H,C,84927,85032,1,84927,,HC,90,0,85017,1
217,I,F,79180,79373,1,79180,,IDF,180,0,79360,2
218,C,A,26977,27112.278,1,26977,,CA,127.27799999999999,0,27104.278,1.4142
219,A,D,25398,25750.555999999997,1,25525.278,,ABD,217.278,127.27799999999843,25615.278,2.4142
220,A,B,50417,50552.278,1,50417,,AB,127.27799999999999,0,50544.278,1.4142
221,C,H,77981,78169,1,78071,,CH,90,90,78071,1
222,F,B,64104,64292,1,64104,,FDB,180,0,64284,2
223,D,F,67937,68076,1,67978,,DF,90,41,68027,1
224,G,J,81991,82089,1,81991,,GJ,90,0,82081,1
225,G,E,30051,30149,1,30051,,GE,90,0,30141,1
226,H,I,62196,62294,1,62196,,HI,90,0,62286,1
227,I,B,70274,70462,1,70274,,IHB,180,0,70454,2
228,A,B,58796,59021.278,1,58886,,AB,127.27799999999999,90,58923.278,1.4142
229,J,D,65570,65758,1,65570,,JID,180,0,65750,2
230,E,B,80127,80495,1,80217,,ECHB,270,90,80397,3
231,I,D,71829,71927,1,71829,,ID,90,0,71919,1
232,J,E,38924,39112,1,38924,,JIE,180,0,39104,2
233,H,J,59308,59496,1,59308,,HIJ,180,0,59488,2
234,H,E,65544,65822,1,65634,,HCE,180,90,65724,2
235,E,C,42779,42967,1,42869,,EC,90,90,42869,1
236,D,J,35435,35623,1,35435,,DFJ,180,0,35615,2
237,E,J,66441,66722,1,66534,,EIJ,180,93,66621,2
238,D,E,59514,59702,1,59514,,DIE,180,0,59694,2
239,B,C,70854,71042,1,70854,,BHC,180,0,71034,2
240,E,A,64739,64980.278,1,64755,,ECA,217.278,16,64956.278,2.4142
241,B,J,83033,83401,1,83123,,BHIJ,270,90,83303,3
242,I,F,28385,28573,1,28385,,IDF,180,0,28565,2
243,H,A,25397,25585,1,25487,,HA,90,90,25487,1
244,D,J,28004,28192,1,28004,,DFJ,180,0,28184,2
245,D,A,59003,59228.278,1,59003,,DBA,217.278,0,59220.278,2.4142
246,D,C,49523,49801,1,49523,,DBHC,270,0,49793,3
247,I,J,58182,58287,1,58182,,IJ,90,0,58272,1
248,D,A,22505,22730.278,1,22505,,DBA,217.278,0,22722.278,2.4142
249,H,I,39282,39383,1,39282,,HI,90,0,39372,1
250,J,E,73736,73924,1,73736,,JIE,180,0,73916,2
251,I,J,63771,63869,1,63771,,IJ,90,0,63861,1
252,G,E,58411,58509,1,58411,,GE,90,0,58501,1
253,I,F,24254,24442,1,24254,,IDF,180,0,24434,2
254,F,B,64361,64549,1,64361,,FDB,180,0,64541,2
255,H,C,25160,25285,1,25187,,HC,90,27,25250,1
256,D,I,79030,79128,1,79030,,DI,90,0,79120,1
257,I,G,56544,56732,1,56544,,IJG,180,0,56724,2
258,C,I,58036,58224,1,58036,,CHI,180,0,58216,2
259,F,G,69914,70102,1,69914,,FJG,180,0,70094,2
260,G,B,22521,22889,1,22521,,GECHB,360,0,22881,4
261,D,C,49767,50045,1,49767,,DBHC,270,0,50037,3
262,E,H,63145,63423,1,63235,,ECH,180,90,63325,2
263,A,H,72535,72759.278,1,72661.278,,AH,90,126.2780000000057,72625,1
264,C,H,25250,25348,1,25250,,CH,90,0,25340,1
265,D,B,69417,69605,1,69507,,DB,90,90,69507,1
266,B,G,25508,25966,1,25598,,BHCEG,360,90,25868,4
267,H,F,49055,49333,1,49055,,HBDF,270,0,49325,3
268,B,A,64432,64567.278,1,64432,,BA,127.27799999999999,0,64559.278,1.4142
269,E,A,23477,23703.555999999997,1,23477,,ECA,217.278,0,23694.278,2.4142
270,H,E,75522,75803,1,75612,,HCE,180,90,75702,2
271,B,A,72649,72784.278,1,72649,,BA,127.27799999999999,0,72776.278,1.4142
272,H,J,63251,63529,1,63341,,HIJ,180,90,63431,2
273,B,D,30448,30636,1,30538,,BD,90,90,30538,1
274,H,E,40299,40487,1,40299,,HCE,180,0,40479,2
275,F,H,34736,35014,1,34736,,FDBH,270,0,35006,3
276,H,F,27930,28208,1,27930,,HBDF,270,0,28200,3
277,A,J,41915,42193,1,41915,,AHIJ,270,0,42185,3
278,E,B,22820,23098,1,22820,,ECHB,270,0,23090,3
279,A,J,48687,48965,1,48687,,AHIJ,270,0,48957,3
280,F,I,55015,55203,1,55015,,FDI,180,0,55195,2
281,A,H,42806,42904,1,42806,,AH,90,0,42896,1
282,B,G,65701,66069,1,65701,,BHCEG,360,0,66061,4
283,F,D,29701,29799,1,29701,,FD,90,0,29791,1
284,A,I,57649,57837,1,57649,,AHI,180,0,57829,2
285,H,G,47799,48077,1,47799,,HCEG,270,0,48069,3
286,H,F,84540,84818,1,84540,,HBDF,270,0,84810,3
287,F,B,76452,76640,1,76452,,FDB,180,0,76632,2
288,E,G,38260,38448,1,38350,,EG,90,90,38350,1
289,G,D,44815,45093,1,44815,,GEID,270,0,45085,3
290,E,F,52890,53168,1,52890,,EIDF,270,0,53160,3
291,H,I,44474,44572,1,44474,,HI,90,0,44564,1
292,G,B,46512,46880,1,46512,,GECHB,360,0,46872,4
293,H,B,58492,58590,1,58492,,HB,90,0,58582,1
294,H,C,79474,79583,1,79485,,HC,90,11,79564,1
295,J,C,37103,37381,1,37103,,JIHC,270,0,37373,3
296,C,B,82757,82945,1,82757,,CHB,180,0,82937,2
297,B,A,36489,36662.278,1,36527,,BA,127.27799999999999,38,36616.278,1.4142
298,H,F,63789,64157,1,63879,,HBDF,270,90,64059,3
299,A,C,70922,71057.278,1,70922,,AC,127.27799999999999,0,71049.278,1.4142
300,J,F,46448,46546,1,46448,,JF,90,0,46538,1
301,G,B,68069,68437,1,68069,,GECHB,360,0,68429,4
302,G,J,22229,22327,1,22229,,GJ,90,0,22319,1
303,H,A,53534,53722,1,53624,,HA,90,90,53624,1
304,H,B,72427,72565,1,72467,,HB,90,40,72517,1
305,D,I,60611,60709,1,60611,,DI,90,0,60701,1
306,G,H,28859,29137,1,28859,,GECH,270,0,29129,3
307,J,G,46833,46931,1,46833,,JG,90,0,46923,1
308,I,H,49776,49874,1,49776,,IH,90,0,49866,1
309,H,G,44648,44926,1,44648,,HCEG,270,0,44918,3
310,D,F,57226,57324,1,57226,,DF,90,0,57316,1
311,C,I,74420,74698,1,74510,,CHI,180,90,74600,2
312,J,G,71789,71887,1,71789,,JG,90,0,71879,1
313,I,H,54649,54754,1,54649,,IH,90,0,54739,1
314,B,A,58277,58412.278,1,58277,,BA,127.27799999999999,0,58404.278,1.4142
315,G,J,47512,47610,1,47512,,GJ,90,0,47602,1
316,E,A,66741,67056.278,1,66831,,ECA,217.278,90,66958.278,2.4142
317,I,D,45466,45564,1,45466,,ID,90,0,45556,1
318,B,H,74506,74604,1,74506,,BH,90,0,74596,1
319,E,D,57291,57479,1,57291,,EID,180,0,57471,2
320,A,I,52223,52451,1,52263,,AHI,180,40,52403,2
321,H,I,50968,51156,1,51058,,HI,90,90,51058,1
322,B,I,86156,86416,1,86228,,BHI,180,72,86336,2
323,C,D,41108,41476,1,41198,,CHBD,270,90,41378,3
324,J,G,84428,84526,1,84428,,JG,90,0,84518,1
325,I,A,40849,41040,1,40849,,IHA,180,0,41029,2
326,B,G,45825,46193,1,45825,,BHCEG,360,0,46185,4
327,C,J,35255,35533,1,35255,,CHIJ,270,0,35525,3
328,A,B,53461,53630.556,1,53495.278,,AB,127.27799999999999,34.27799999999843,53588.278,1.4142
329,C,H,82155,82253,1,82155,,CH,90,0,82245,1
330,F,J,43386,43484,1,43386,,FJ,90,0,43476,1
331,J,I,30382,30480,1,30382,,JI,90,0,30472,1
332,H,B,63470,63568,1,63470,,HB,90,0,63560,1
333,J,H,66219,66407,1,66219,,JIH,180,0,66399,2
334,A,E,74424,74649.278,1,74424,,ACE,217.278,0,74641.278,2.4142
335,D,F,72540,72638,1,72540,,DF,90,0,72630,1
336,B,A,70079,70218.55600000001,1,70079,,BA,127.27799999999999,0,70206.278,1.4142
337,A,F,27979,28384.278,1,28069,,ABDF,307.278,90,28286.278,3.4142
338,H,J,42559,42747,1,42559,,HIJ,180,0,42739,2
339,C,D,79999,80277,1,79999,,CHBD,270,0,80269,3
340,J,B,33102,33380,1,33102,,JIHB,270,0,33372,3
341,G,I,36190,36378,1,36190,,GEI,180,0,36370,2
342,B,D,39406,39554,1,39456,,BD,90,50,39496,1
343,I,E,49526,49624,1,49526,,IE,90,0,49616,1
344,J,D,28076,28264,1,28076,,JID,180,0,28256,2
345,B,C,42043,42231,1,42043,,BHC,180,0,42223,2
346,C,A,57060,57195.278,1,57060,,CA,127.27799999999999,0,57187.278,1.4142
347,F,I,56911,57099,1,56911,,FDI,180,0,57091,2
348,E,J,40216,40494,1,40306,,EIJ,180,90,40396,2
349,C,B,74556,74834,1,74646,,CHB,180,90,74736,2
350,I,A,30345,30533,1,30345,,IHA,180,0,30525,2
351,A,G,48170,48575.278,1,48260,,ACEG,307.278,90,48477.278,3.4142
352,A,J,37354,37686.278,1,37408.278,,AHIJ,270,54.27799999999843,37624,3
353,H,I,61011,61109,1,61011,,HI,90,0,61101,1
354,D,J,52041,52319,1,52131,,DFJ,180,90,52221,2
355,H,J,43758,43947,1,43758,,HIJ,180,0,43938,2
356,H,G,62397,62675,1,62397,,HCEG,270,0,62667,3
357,D,C,68621,68989,1,68711,,DBHC,270,90,68891,3
358,F,G,44075,44263,1,44075,,FJG,180,0,44255,2
359,I,C,57484,57672,1,57484,,IHC,180,0,57664,2
360,B,A,31031,31256.278,1,31121,,BA,127.27799999999999,90,31158.278,1.4142
361,D,C,85300,85578,1,85300,,DBHC,270,0,85570,3
362,J,E,66824,67012,1,66824,,JIE,180,0,67004,2
363,A,B,29529,29664.278,1,29529,,AB,127.27799999999999,0,29656.278,1.4142
364,I,E,23149,23247,1,23149,,IE,90,0,23239,1
365,G,H,34880,35158,1,34880,,GECH,270,0,35150,3
366,J,E,29246,29434,1,29246,,JIE,180,0,29426,2
367,B,E,63398,63676,1,63398,,BHCE,270,0,63668,3
368,H,J,49917,50105,1,49917,,HIJ,180,0,50097,2
369,B,A,71403,71538.278,1,71403,,BA,127.27799999999999,0,71530.278,1.4142
370,C,J,53558,53926,1,53648,,CHIJ,270,90,53828,3
371,A,I,84252,84440,1,84252,,AHI,180,0,84432,2
372,B,E,71209,71487,1,71209,,BHCE,270,0,71479,3
373,D,G,55559,55837,1,55559,,DFJG,270,0,55829,3
374,D,F,41305,41403,1,41305,,DF,90,0,41395,1
375,E,C,61356,61461,1,61363,,EC,90,7,61446,1
376,C,J,71825,72103,1,71825,,CHIJ,270,0,72095,3
377,H,G,38916,39194,1,38916,,HCEG,270,0,39186,3
378,A,F,68904,69219.278,1,68904,,ABDF,307.278,0,69211.278,3.4142
379,F,G,72796,72984,1,72796,,FJG,180,0,72976,2
380,I,B,52111,52299,1,52111,,IHB,180,0,52291,2
381,B,D,85162,85260,1,85162,,BD,90,0,85252,1
382,A,H,60209,60307,1,60209,,AH,90,0,60299,1
383,J,G,85917,86015,1,85917,,JG,90,0,86007,1
384,C,G,64319,64507,1,64319,,CEG,180,0,64499,2
385,C,B,72713,72901,1,72713,,CHB,180,0,72893,2
386,F,E,24681,24959,1,24681,,FDIE,270,0,24951,3
387,J,I,46789,46887,1,46789,,JI,90,0,46879,1
388,B,E,44925,45208,1,44925,,BHCE,270,0,45195,3
389,H,F,35835,36203,1,35925,,HBDF,270,90,36105,3
390,F,I,53819,54007,1,53819,,FDI,180,0,53999,2
391,H,D,70944,71136,1,70944,,HBD,180,0,71124,2
392,H,G,52409,52777,1,52499,,HCEG,270,90,52679,3
393,F,G,64073,64261,1,64073,,FJG,180,0,64253,2
394,E,B,45979,46257,1,45979,,ECHB,270,0,46249,3
395,D,G,73528,73806,1,73528,,DFJG,270,0,73798,3
396,A,H,65419,65517,1,65419,,AH,90,0,65509,1
397,D,G,25873,26151,1,25873,,DFJG,270,0,26143,3
398,B,I,75321,75509,1,75321,,BHI,180,0,75501,2
399,F,J,78381,78479,1,78381,,FJ,90,0,78471,1
400,B,E,78356,78634,1,78356,,BHCE,270,0,78626,3
401,A,G,44817,45132.278,1,44817,,ACEG,307.278,0,45124.278,3.4142
402,A,G,27721,28036.278,1,27721,,ACEG,307.278,0,28028.278,3.4142
403,I,E,60735,60833,1,60735,,IE,90,0,60825,1
404,D,I,83589,83687,1,83589,,DI,90,0,83679,1
405,J,B,37358,37637,1,37358,,JIHB,270,0,37628,3
406,C,A,78356,78581.278,1,78446,,CA,127.27799999999999,90,78483.278,1.4142
407,A,H,25387,25614.278,1,25516.278,,AH,90,129.27799999999843,25477,1
408,B,G,56695,57153,1,56785,,BHCEG,360,90,57055,4
409,A,B,54402,54717.278,1,54582,,AB,127.27799999999999,180,54529.278,1.4142
410,E,B,64423,64791,1,64513,,ECHB,270,90,64693,3
411,D,J,42450,42728,1,42540,,DFJ,180,90,42630,2
412,B,J,62250,62528,1,62250,,BHIJ,270,0,62520,3
413,C,J,21812,22090,1,21812,,CHIJ,270,0,22082,3
414,G,E,74783,74881,1,74783,,GE,90,0,74873,1
415,I,A,78407,78595,1,78407,,IHA,180,0,78587,2
416,E,B,28664,28942,1,28664,,ECHB,270,0,28934,3
417,D,B,49247,49345,1,49247,,DB,90,0,49337,1
418,H,D,67910,68103.278,1,67910,,HBD,180,0,68090,2
419,G,J,78776,78874,1,78776,,GJ,90,0,78866,1
420,J,E,63960,64148,1,63960,,JIE,180,0,64140,2
421,B,D,71459,71557,1,71459,,BD,90,0,71549,1
422,E,J,45030,45218,1,45030,,EIJ,180,0,45210,2
423,C,H,45020,45118,1,45020,,CH,90,0,45110,1
424,E,G,54167,54355,1,54257,,EG,90,90,54257,1
425,G,C,42097,42285,1,42097,,GEC,180,0,42277,2
426,B,D,85329,85520,1,85422,,BD,90,93,85419,1
