Iteration,ZLB,ZUB,GAP,Lambda,theta_n,fij,yij,s_lambda,yij_1a,fij_1a
0,-82.05369219097615,0.7866729180834666,82.84036510905962,"[0.16214123 0.12003458 0.98836901 0.14566522 0.1756308  0.65432333
 0.66853747 0.78354075 0.93151452 0.09653912 0.34993006 0.66260801
 0.99852867 0.03343382 0.00460084 0.42862577 0.55197431 0.05086867
 0.6744885  0.02353417 0.65255246 0.50820477 0.8517872  0.30099587
 0.43952528 0.01995485 0.39615688 0.80092234 0.64569532 0.39323337
 0.16748169 0.26288279 0.69277251 0.88107244 0.44413578 0.70513643
 0.80213519 0.14288615 0.18388235 0.20349738 0.60004291 0.31051147
 0.03280692 0.0052744  0.8961112  0.19303745 0.3623413  0.65929202
 0.54082543 0.41675639 0.71425421 0.91890734 0.46940851 0.46257523
 0.38397923 0.03588492 0.64072605 0.54602036 0.36762523 0.40560631
 0.47230693 0.32131353 0.16092133 0.23319309 0.70835854 0.76085025
 0.73805107 0.19668159 0.60901413 0.06756664 0.36768794 0.59918141
 0.25339165 0.44308465 0.91186721 0.32141798 0.96500031 0.98357282
 0.44260095 0.4870218  0.01780834 0.12262013 0.8038447  0.03817641
 0.3204123  0.63771806 0.11121614 0.94879162 0.51336121 0.04656136
 0.22312171 0.30144107 0.47168186 0.42144003 0.10173144 0.19589367
 0.62876023 0.57301813 0.91713531 0.84118689 0.53350761 0.6963309
 0.50220458 0.57189533 0.59418221 0.77876183 0.53884718 0.93264604
 0.29447223 0.28690025 0.97630875 0.3849592  0.32711412 0.16844506
 0.96222743 0.40017549 0.71204265 0.13105199 0.52249273 0.40872376
 0.09300243 0.05688241 0.11325766 0.15198055 0.94211817 0.04146755
 0.63409309 0.96510883 0.84682822 0.75023816 0.25412759 0.49703978
 0.62037174 0.92375538 0.46086596 0.66740665 0.98600242 0.61044218
 0.83873717 0.84421371 0.62425915 0.13937394 0.24091976 0.6719891
 0.13624573 0.77699887 0.59317673 0.4982645  0.26647113 0.26564827
 0.76073278 0.75001223 0.6367373  0.19914657 0.94686682 0.92850653
 0.54105077 0.3456616  0.66627028 0.96662911 0.73426854 0.28045902
 0.34448312 0.65960166 0.40683302 0.37008021 0.56048215 0.23753524
 0.22525351 0.26745409 0.90063091 0.37404938 0.31723763 0.49172299
 0.36617369 0.64790925 0.30741081 0.50938809 0.40681115 0.84509895]",0,"{(0, 0, 1): 0.0, (1, 0, 1): 0.0, (2, 0, 1): 0.0, (3, 0, 1): 0.0, (4, 0, 1): 0.0, (5, 0, 1): 0.0, (0, 0, 2): 1.0, (1, 0, 2): 0.0, (2, 0, 2): 0.0, (3, 0, 2): 1.0, (4, 0, 2): 0.0, (5, 0, 2): 0.0, (0, 1, 3): 0.0, (1, 1, 3): 0.0, (2, 1, 3): 0.0, (3, 1, 3): 0.0, (4, 1, 3): 0.0, (5, 1, 3): 0.0, (0, 3, 5): 0.0, (1, 3, 5): 0.0, (2, 3, 5): 0.0, (3, 3, 5): 0.0, (4, 3, 5): 0.0, (5, 3, 5): 0.0, (0, 2, 4): 0.0, (1, 2, 4): 0.0, (2, 2, 4): 0.0, (3, 2, 4): 0.0, (4, 2, 4): 1.0, (5, 2, 4): 0.0, (0, 4, 6): 0.0, (1, 4, 6): 0.0, (2, 4, 6): 0.0, (3, 4, 6): 0.0, (4, 4, 6): 0.0, (5, 4, 6): 0.0, (0, 0, 7): 0.0, (1, 0, 7): 0.0, (2, 0, 7): 0.0, (3, 0, 7): 0.0, (4, 0, 7): 0.0, (5, 0, 7): 0.0, (0, 7, 1): 0.0, (1, 7, 1): 0.0, (2, 7, 1): 0.0, (3, 7, 1): 0.0, (4, 7, 1): 0.0, (5, 7, 1): 1.0, (0, 7, 2): 0.0, (1, 7, 2): 0.0, (2, 7, 2): 0.0, (3, 7, 2): 0.0, (4, 7, 2): 0.0, (5, 7, 2): 0.0, (0, 7, 8): 1.0, (1, 7, 8): 0.0, (2, 7, 8): 0.0, (3, 7, 8): 0.0, (4, 7, 8): 0.0, (5, 7, 8): 0.0, (0, 8, 3): 1.0, (1, 8, 3): 0.0, (2, 8, 3): 0.0, (3, 8, 3): 0.0, (4, 8, 3): 0.0, (5, 8, 3): 0.0, (0, 8, 4): 0.0, (1, 8, 4): 0.0, (2, 8, 4): 0.0, (3, 8, 4): 0.0, (4, 8, 4): 0.0, (5, 8, 4): 0.0, (0, 8, 9): 0.0, (1, 8, 9): 1.0, (2, 8, 9): 0.0, (3, 8, 9): 0.0, (4, 8, 9): 0.0, (5, 8, 9): 0.0, (0, 9, 5): 0.0, (1, 9, 5): 1.0, (2, 9, 5): 0.0, (3, 9, 5): 0.0, (4, 9, 5): 0.0, (5, 9, 5): 0.0, (0, 9, 6): 0.0, (1, 9, 6): 0.0, (2, 9, 6): 1.0, (3, 9, 6): 0.0, (4, 9, 6): 0.0, (5, 9, 6): 0.0, (0, 1, 0): 0.0, (1, 1, 0): 0.0, (2, 1, 0): 0.0, (3, 1, 0): 0.0, (4, 1, 0): 0.0, (5, 1, 0): 0.0, (0, 2, 0): 0.0, (1, 2, 0): 0.0, (2, 2, 0): 0.0, (3, 2, 0): 0.0, (4, 2, 0): 0.0, (5, 2, 0): 0.0, (0, 3, 1): 0.0, (1, 3, 1): 0.0, (2, 3, 1): 0.0, (3, 3, 1): 0.0, (4, 3, 1): 0.0, (5, 3, 1): 0.0, (0, 5, 3): 0.0, (1, 5, 3): 0.0, (2, 5, 3): 0.0, (3, 5, 3): 0.0, (4, 5, 3): 0.0, (5, 5, 3): 0.0, (0, 4, 2): 0.0, (1, 4, 2): 0.0, (2, 4, 2): 0.0, (3, 4, 2): 0.0, (4, 4, 2): 0.0, (5, 4, 2): 0.0, (0, 6, 4): 0.0, (1, 6, 4): 0.0, (2, 6, 4): 0.0, (3, 6, 4): 0.0, (4, 6, 4): 0.0, (5, 6, 4): 0.0, (0, 7, 0): 0.0, (1, 7, 0): 0.0, (2, 7, 0): 0.0, (3, 7, 0): 0.0, (4, 7, 0): 0.0, (5, 7, 0): 0.0, (0, 1, 7): 0.0, (1, 1, 7): 0.0, (2, 1, 7): 0.0, (3, 1, 7): 0.0, (4, 1, 7): 0.0, (5, 1, 7): 0.0, (0, 2, 7): 1.0, (1, 2, 7): 0.0, (2, 2, 7): 0.0, (3, 2, 7): 0.0, (4, 2, 7): 0.0, (5, 2, 7): 0.0, (0, 8, 7): 0.0, (1, 8, 7): 0.0, (2, 8, 7): 0.0, (3, 8, 7): 0.0, (4, 8, 7): 0.0, (5, 8, 7): 1.0, (0, 3, 8): 0.0, (1, 3, 8): 1.0, (2, 3, 8): 0.0, (3, 3, 8): 0.0, (4, 3, 8): 0.0, (5, 3, 8): 0.0, (0, 4, 8): 0.0, (1, 4, 8): 0.0, (2, 4, 8): 0.0, (3, 4, 8): 0.0, (4, 4, 8): 0.0, (5, 4, 8): 1.0, (0, 9, 8): 0.0, (1, 9, 8): 0.0, (2, 9, 8): 0.0, (3, 9, 8): 0.0, (4, 9, 8): 0.0, (5, 9, 8): 0.0, (0, 5, 9): 0.0, (1, 5, 9): 0.0, (2, 5, 9): 1.0, (3, 5, 9): 0.0, (4, 5, 9): 0.0, (5, 5, 9): 0.0, (0, 6, 9): 0.0, (1, 6, 9): 0.0, (2, 6, 9): 0.0, (3, 6, 9): 0.0, (4, 6, 9): 0.0, (5, 6, 9): 0.0}","{(0, 1): 1.0, (0, 2): 1.0, (1, 3): 1.0, (3, 5): 1.0, (2, 4): 1.0, (4, 6): 1.0, (0, 7): 1.0, (7, 1): 1.0, (7, 2): 1.0, (7, 8): 1.0, (8, 3): 1.0, (8, 4): 1.0, (8, 9): 1.0, (9, 5): 1.0, (9, 6): 1.0, (1, 0): 1.0, (2, 0): 1.0, (3, 1): 1.0, (5, 3): 1.0, (4, 2): 1.0, (6, 4): 1.0, (7, 0): 1.0, (1, 7): 1.0, (2, 7): 1.0, (8, 7): 1.0, (3, 8): 1.0, (4, 8): 1.0, (9, 8): 1.0, (5, 9): 1.0, (6, 9): 1.0}",0,"{(0, 1): 0, (0, 2): 1, (1, 3): 0, (3, 5): 0, (2, 4): 1, (4, 6): 0, (0, 7): 0, (7, 1): 1, (7, 2): 0, (7, 8): 1, (8, 3): 1, (8, 4): 0, (8, 9): 1, (9, 5): 1, (9, 6): 1, (1, 0): 0, (2, 0): 0, (3, 1): 0, (5, 3): 0, (4, 2): 0, (6, 4): 0, (7, 0): 0, (1, 7): 0, (2, 7): 1, (8, 7): 1, (3, 8): 1, (4, 8): 1, (9, 8): 0, (5, 9): 1, (6, 9): 0}","{(0, 0, 1): 0.0, (1, 0, 1): 0.0, (2, 0, 1): 0.0, (3, 0, 1): 0.0, (4, 0, 1): 0.0, (5, 0, 1): 0.0, (0, 0, 2): 52.0, (1, 0, 2): 0.0, (2, 0, 2): 0.0, (3, 0, 2): 40.0, (4, 0, 2): 0.0, (5, 0, 2): 0.0, (0, 1, 3): 0.0, (1, 1, 3): 0.0, (2, 1, 3): 0.0, (3, 1, 3): 0.0, (4, 1, 3): 0.0, (5, 1, 3): 0.0, (0, 3, 5): 0.0, (1, 3, 5): 0.0, (2, 3, 5): 0.0, (3, 3, 5): 0.0, (4, 3, 5): 0.0, (5, 3, 5): 0.0, (0, 2, 4): 0.0, (1, 2, 4): 0.0, (2, 2, 4): 0.0, (3, 2, 4): 0.0, (4, 2, 4): 30.0, (5, 2, 4): 0.0, (0, 4, 6): 0.0, (1, 4, 6): 0.0, (2, 4, 6): 0.0, (3, 4, 6): 0.0, (4, 4, 6): 0.0, (5, 4, 6): 0.0, (0, 0, 7): 0.0, (1, 0, 7): 0.0, (2, 0, 7): 0.0, (3, 0, 7): 0.0, (4, 0, 7): 0.0, (5, 0, 7): 0.0, (0, 7, 1): 0.0, (1, 7, 1): 0.0, (2, 7, 1): 0.0, (3, 7, 1): 0.0, (4, 7, 1): 0.0, (5, 7, 1): 115.0, (0, 7, 2): 0.0, (1, 7, 2): 0.0, (2, 7, 2): 0.0, (3, 7, 2): 0.0, (4, 7, 2): 0.0, (5, 7, 2): 0.0, (0, 7, 8): 52.0, (1, 7, 8): 0.0, (2, 7, 8): 0.0, (3, 7, 8): 0.0, (4, 7, 8): 0.0, (5, 7, 8): 0.0, (0, 8, 3): 52.0, (1, 8, 3): 0.0, (2, 8, 3): 0.0, (3, 8, 3): 0.0, (4, 8, 3): 0.0, (5, 8, 3): 0.0, (0, 8, 4): 0.0, (1, 8, 4): 0.0, (2, 8, 4): 0.0, (3, 8, 4): 0.0, (4, 8, 4): 0.0, (5, 8, 4): 0.0, (0, 8, 9): 0.0, (1, 8, 9): 12.0, (2, 8, 9): 0.0, (3, 8, 9): 0.0, (4, 8, 9): 0.0, (5, 8, 9): 0.0, (0, 9, 5): 0.0, (1, 9, 5): 12.0, (2, 9, 5): 0.0, (3, 9, 5): 0.0, (4, 9, 5): 0.0, (5, 9, 5): 0.0, (0, 9, 6): 0.0, (1, 9, 6): 0.0, (2, 9, 6): 25.0, (3, 9, 6): 0.0, (4, 9, 6): 0.0, (5, 9, 6): 0.0, (0, 1, 0): 0.0, (1, 1, 0): 0.0, (2, 1, 0): 0.0, (3, 1, 0): 0.0, (4, 1, 0): 0.0, (5, 1, 0): 0.0, (0, 2, 0): 0.0, (1, 2, 0): 0.0, (2, 2, 0): 0.0, (3, 2, 0): 0.0, (4, 2, 0): 0.0, (5, 2, 0): 0.0, (0, 3, 1): 0.0, (1, 3, 1): 0.0, (2, 3, 1): 0.0, (3, 3, 1): 0.0, (4, 3, 1): 0.0, (5, 3, 1): 0.0, (0, 5, 3): 0.0, (1, 5, 3): 0.0, (2, 5, 3): 0.0, (3, 5, 3): 0.0, (4, 5, 3): 0.0, (5, 5, 3): 0.0, (0, 4, 2): 0.0, (1, 4, 2): 0.0, (2, 4, 2): 0.0, (3, 4, 2): 0.0, (4, 4, 2): 0.0, (5, 4, 2): 0.0, (0, 6, 4): 0.0, (1, 6, 4): 0.0, (2, 6, 4): 0.0, (3, 6, 4): 0.0, (4, 6, 4): 0.0, (5, 6, 4): 0.0, (0, 7, 0): 0.0, (1, 7, 0): 0.0, (2, 7, 0): 0.0, (3, 7, 0): 0.0, (4, 7, 0): 0.0, (5, 7, 0): 0.0, (0, 1, 7): 0.0, (1, 1, 7): 0.0, (2, 1, 7): 0.0, (3, 1, 7): 0.0, (4, 1, 7): 0.0, (5, 1, 7): 0.0, (0, 2, 7): 52.0, (1, 2, 7): 0.0, (2, 2, 7): 0.0, (3, 2, 7): 0.0, (4, 2, 7): 0.0, (5, 2, 7): 0.0, (0, 8, 7): 0.0, (1, 8, 7): 0.0, (2, 8, 7): 0.0, (3, 8, 7): 0.0, (4, 8, 7): 0.0, (5, 8, 7): 115.0, (0, 3, 8): 0.0, (1, 3, 8): 12.0, (2, 3, 8): 0.0, (3, 3, 8): 0.0, (4, 3, 8): 0.0, (5, 3, 8): 0.0, (0, 4, 8): 0.0, (1, 4, 8): 0.0, (2, 4, 8): 0.0, (3, 4, 8): 0.0, (4, 4, 8): 0.0, (5, 4, 8): 115.0, (0, 9, 8): 0.0, (1, 9, 8): 0.0, (2, 9, 8): 0.0, (3, 9, 8): 0.0, (4, 9, 8): 0.0, (5, 9, 8): 0.0, (0, 5, 9): 0.0, (1, 5, 9): 0.0, (2, 5, 9): 25.0, (3, 5, 9): 0.0, (4, 5, 9): 0.0, (5, 5, 9): 0.0, (0, 6, 9): 0.0, (1, 6, 9): 0.0, (2, 6, 9): 0.0, (3, 6, 9): 0.0, (4, 6, 9): 0.0, (5, 6, 9): 0.0}"
1,-82.05369219097615,0.7866729180834666,82.84036510905962,"[0.16214123 0.12003458 0.98836901 0.14566522 0.1756308  0.65432333
 0.66853747 0.78354075 0.93151452 0.09653912 0.34993006 0.66260801
 0.99852867 0.03343382 0.00460084 0.42862577 0.55197431 0.05086867
 0.6744885  0.02353417 0.65255246 0.50820477 0.8517872  0.30099587
 0.43952528 0.01995485 0.39615688 0.80092234 0.64569532 0.39323337
 0.16748169 0.26288279 0.69277251 0.88107244 0.44413578 0.70513643
 0.80213519 0.14288615 0.18388235 0.20349738 0.60004291 0.31051147
 0.03280692 0.0052744  0.8961112  0.19303745 0.3623413  0.65929202
 0.54082543 0.41675639 0.71425421 0.91890734 0.46940851 0.46257523
 0.38397923 0.03588492 0.64072605 0.54602036 0.36762523 0.40560631
 0.47230693 0.32131353 0.16092133 0.23319309 0.70835854 0.76085025
 0.73805107 0.19668159 0.60901413 0.06756664 0.36768794 0.59918141
 0.25339165 0.44308465 0.91186721 0.32141798 0.96500031 0.98357282
 0.44260095 0.4870218  0.01780834 0.12262013 0.8038447  0.03817641
 0.3204123  0.63771806 0.11121614 0.94879162 0.51336121 0.04656136
 0.22312171 0.30144107 0.47168186 0.42144003 0.10173144 0.19589367
 0.62876023 0.57301813 0.91713531 0.84118689 0.53350761 0.6963309
 0.50220458 0.57189533 0.59418221 0.77876183 0.53884718 0.93264604
 0.29447223 0.28690025 0.97630875 0.3849592  0.32711412 0.16844506
 0.96222743 0.40017549 0.71204265 0.13105199 0.52249273 0.40872376
 0.09300243 0.05688241 0.11325766 0.15198055 0.94211817 0.04146755
 0.63409309 0.96510883 0.84682822 0.75023816 0.25412759 0.49703978
 0.62037174 0.92375538 0.46086596 0.66740665 0.98600242 0.61044218
 0.83873717 0.84421371 0.62425915 0.13937394 0.24091976 0.6719891
 0.13624573 0.77699887 0.59317673 0.4982645  0.26647113 0.26564827
 0.76073278 0.75001223 0.6367373  0.19914657 0.94686682 0.92850653
 0.54105077 0.3456616  0.66627028 0.96662911 0.73426854 0.28045902
 0.34448312 0.65960166 0.40683302 0.37008021 0.56048215 0.23753524
 0.22525351 0.26745409 0.90063091 0.37404938 0.31723763 0.49172299
 0.36617369 0.64790925 0.30741081 0.50938809 0.40681115 0.84509895]",5.0,"{(0, 0, 1): 0.0, (1, 0, 1): 0.0, (2, 0, 1): 0.0, (3, 0, 1): 0.0, (4, 0, 1): 0.0, (5, 0, 1): 0.0, (0, 0, 2): 1.0, (1, 0, 2): 0.0, (2, 0, 2): 0.0, (3, 0, 2): 1.0, (4, 0, 2): 0.0, (5, 0, 2): 0.0, (0, 1, 3): 0.0, (1, 1, 3): 0.0, (2, 1, 3): 0.0, (3, 1, 3): 0.0, (4, 1, 3): 0.0, (5, 1, 3): 0.0, (0, 3, 5): 0.0, (1, 3, 5): 0.0, (2, 3, 5): 0.0, (3, 3, 5): 0.0, (4, 3, 5): 0.0, (5, 3, 5): 0.0, (0, 2, 4): 0.0, (1, 2, 4): 0.0, (2, 2, 4): 0.0, (3, 2, 4): 0.0, (4, 2, 4): 1.0, (5, 2, 4): 0.0, (0, 4, 6): 0.0, (1, 4, 6): 0.0, (2, 4, 6): 0.0, (3, 4, 6): 0.0, (4, 4, 6): 0.0, (5, 4, 6): 0.0, (0, 0, 7): 0.0, (1, 0, 7): 0.0, (2, 0, 7): 0.0, (3, 0, 7): 0.0, (4, 0, 7): 0.0, (5, 0, 7): 0.0, (0, 7, 1): 0.0, (1, 7, 1): 0.0, (2, 7, 1): 0.0, (3, 7, 1): 0.0, (4, 7, 1): 0.0, (5, 7, 1): 1.0, (0, 7, 2): 0.0, (1, 7, 2): 0.0, (2, 7, 2): 0.0, (3, 7, 2): 0.0, (4, 7, 2): 0.0, (5, 7, 2): 0.0, (0, 7, 8): 1.0, (1, 7, 8): 0.0, (2, 7, 8): 0.0, (3, 7, 8): 0.0, (4, 7, 8): 0.0, (5, 7, 8): 0.0, (0, 8, 3): 1.0, (1, 8, 3): 0.0, (2, 8, 3): 0.0, (3, 8, 3): 0.0, (4, 8, 3): 0.0, (5, 8, 3): 0.0, (0, 8, 4): 0.0, (1, 8, 4): 0.0, (2, 8, 4): 0.0, (3, 8, 4): 0.0, (4, 8, 4): 0.0, (5, 8, 4): 0.0, (0, 8, 9): 0.0, (1, 8, 9): 1.0, (2, 8, 9): 0.0, (3, 8, 9): 0.0, (4, 8, 9): 0.0, (5, 8, 9): 0.0, (0, 9, 5): 0.0, (1, 9, 5): 1.0, (2, 9, 5): 0.0, (3, 9, 5): 0.0, (4, 9, 5): 0.0, (5, 9, 5): 0.0, (0, 9, 6): 0.0, (1, 9, 6): 0.0, (2, 9, 6): 1.0, (3, 9, 6): 0.0, (4, 9, 6): 0.0, (5, 9, 6): 0.0, (0, 1, 0): 0.0, (1, 1, 0): 0.0, (2, 1, 0): 0.0, (3, 1, 0): 0.0, (4, 1, 0): 0.0, (5, 1, 0): 0.0, (0, 2, 0): 0.0, (1, 2, 0): 0.0, (2, 2, 0): 0.0, (3, 2, 0): 0.0, (4, 2, 0): 0.0, (5, 2, 0): 0.0, (0, 3, 1): 0.0, (1, 3, 1): 0.0, (2, 3, 1): 0.0, (3, 3, 1): 0.0, (4, 3, 1): 0.0, (5, 3, 1): 0.0, (0, 5, 3): 0.0, (1, 5, 3): 0.0, (2, 5, 3): 0.0, (3, 5, 3): 0.0, (4, 5, 3): 0.0, (5, 5, 3): 0.0, (0, 4, 2): 0.0, (1, 4, 2): 0.0, (2, 4, 2): 0.0, (3, 4, 2): 0.0, (4, 4, 2): 0.0, (5, 4, 2): 0.0, (0, 6, 4): 0.0, (1, 6, 4): 0.0, (2, 6, 4): 0.0, (3, 6, 4): 0.0, (4, 6, 4): 0.0, (5, 6, 4): 0.0, (0, 7, 0): 0.0, (1, 7, 0): 0.0, (2, 7, 0): 0.0, (3, 7, 0): 0.0, (4, 7, 0): 0.0, (5, 7, 0): 0.0, (0, 1, 7): 0.0, (1, 1, 7): 0.0, (2, 1, 7): 0.0, (3, 1, 7): 0.0, (4, 1, 7): 0.0, (5, 1, 7): 0.0, (0, 2, 7): 1.0, (1, 2, 7): 0.0, (2, 2, 7): 0.0, (3, 2, 7): 0.0, (4, 2, 7): 0.0, (5, 2, 7): 0.0, (0, 8, 7): 0.0, (1, 8, 7): 0.0, (2, 8, 7): 0.0, (3, 8, 7): 0.0, (4, 8, 7): 0.0, (5, 8, 7): 1.0, (0, 3, 8): 0.0, (1, 3, 8): 1.0, (2, 3, 8): 0.0, (3, 3, 8): 0.0, (4, 3, 8): 0.0, (5, 3, 8): 0.0, (0, 4, 8): 0.0, (1, 4, 8): 0.0, (2, 4, 8): 0.0, (3, 4, 8): 0.0, (4, 4, 8): 0.0, (5, 4, 8): 1.0, (0, 9, 8): 0.0, (1, 9, 8): 0.0, (2, 9, 8): 0.0, (3, 9, 8): 0.0, (4, 9, 8): 0.0, (5, 9, 8): 0.0, (0, 5, 9): 0.0, (1, 5, 9): 0.0, (2, 5, 9): 1.0, (3, 5, 9): 0.0, (4, 5, 9): 0.0, (5, 5, 9): 0.0, (0, 6, 9): 0.0, (1, 6, 9): 0.0, (2, 6, 9): 0.0, (3, 6, 9): 0.0, (4, 6, 9): 0.0, (5, 6, 9): 0.0}","{(0, 1): 1.0, (0, 2): 1.0, (1, 3): 1.0, (3, 5): 1.0, (2, 4): 1.0, (4, 6): 1.0, (0, 7): 1.0, (7, 1): 1.0, (7, 2): 1.0, (7, 8): 1.0, (8, 3): 1.0, (8, 4): 1.0, (8, 9): 1.0, (9, 5): 1.0, (9, 6): 1.0, (1, 0): 1.0, (2, 0): 1.0, (3, 1): 1.0, (5, 3): 1.0, (4, 2): 1.0, (6, 4): 1.0, (7, 0): 1.0, (1, 7): 1.0, (2, 7): 1.0, (8, 7): 1.0, (3, 8): 1.0, (4, 8): 1.0, (9, 8): 1.0, (5, 9): 1.0, (6, 9): 1.0}",[],"{(0, 1): 0, (0, 2): 1, (1, 3): 0, (3, 5): 0, (2, 4): 1, (4, 6): 0, (0, 7): 0, (7, 1): 1, (7, 2): 0, (7, 8): 1, (8, 3): 1, (8, 4): 0, (8, 9): 1, (9, 5): 1, (9, 6): 1, (1, 0): 0, (2, 0): 0, (3, 1): 0, (5, 3): 0, (4, 2): 0, (6, 4): 0, (7, 0): 0, (1, 7): 0, (2, 7): 1, (8, 7): 1, (3, 8): 1, (4, 8): 1, (9, 8): 0, (5, 9): 1, (6, 9): 0}","{(0, 0, 1): 0.0, (1, 0, 1): 0.0, (2, 0, 1): 0.0, (3, 0, 1): 0.0, (4, 0, 1): 0.0, (5, 0, 1): 0.0, (0, 0, 2): 52.0, (1, 0, 2): 0.0, (2, 0, 2): 0.0, (3, 0, 2): 40.0, (4, 0, 2): 0.0, (5, 0, 2): 0.0, (0, 1, 3): 0.0, (1, 1, 3): 0.0, (2, 1, 3): 0.0, (3, 1, 3): 0.0, (4, 1, 3): 0.0, (5, 1, 3): 0.0, (0, 3, 5): 0.0, (1, 3, 5): 0.0, (2, 3, 5): 0.0, (3, 3, 5): 0.0, (4, 3, 5): 0.0, (5, 3, 5): 0.0, (0, 2, 4): 0.0, (1, 2, 4): 0.0, (2, 2, 4): 0.0, (3, 2, 4): 0.0, (4, 2, 4): 30.0, (5, 2, 4): 0.0, (0, 4, 6): 0.0, (1, 4, 6): 0.0, (2, 4, 6): 0.0, (3, 4, 6): 0.0, (4, 4, 6): 0.0, (5, 4, 6): 0.0, (0, 0, 7): 0.0, (1, 0, 7): 0.0, (2, 0, 7): 0.0, (3, 0, 7): 0.0, (4, 0, 7): 0.0, (5, 0, 7): 0.0, (0, 7, 1): 0.0, (1, 7, 1): 0.0, (2, 7, 1): 0.0, (3, 7, 1): 0.0, (4, 7, 1): 0.0, (5, 7, 1): 115.0, (0, 7, 2): 0.0, (1, 7, 2): 0.0, (2, 7, 2): 0.0, (3, 7, 2): 0.0, (4, 7, 2): 0.0, (5, 7, 2): 0.0, (0, 7, 8): 52.0, (1, 7, 8): 0.0, (2, 7, 8): 0.0, (3, 7, 8): 0.0, (4, 7, 8): 0.0, (5, 7, 8): 0.0, (0, 8, 3): 52.0, (1, 8, 3): 0.0, (2, 8, 3): 0.0, (3, 8, 3): 0.0, (4, 8, 3): 0.0, (5, 8, 3): 0.0, (0, 8, 4): 0.0, (1, 8, 4): 0.0, (2, 8, 4): 0.0, (3, 8, 4): 0.0, (4, 8, 4): 0.0, (5, 8, 4): 0.0, (0, 8, 9): 0.0, (1, 8, 9): 12.0, (2, 8, 9): 0.0, (3, 8, 9): 0.0, (4, 8, 9): 0.0, (5, 8, 9): 0.0, (0, 9, 5): 0.0, (1, 9, 5): 12.0, (2, 9, 5): 0.0, (3, 9, 5): 0.0, (4, 9, 5): 0.0, (5, 9, 5): 0.0, (0, 9, 6): 0.0, (1, 9, 6): 0.0, (2, 9, 6): 25.0, (3, 9, 6): 0.0, (4, 9, 6): 0.0, (5, 9, 6): 0.0, (0, 1, 0): 0.0, (1, 1, 0): 0.0, (2, 1, 0): 0.0, (3, 1, 0): 0.0, (4, 1, 0): 0.0, (5, 1, 0): 0.0, (0, 2, 0): 0.0, (1, 2, 0): 0.0, (2, 2, 0): 0.0, (3, 2, 0): 0.0, (4, 2, 0): 0.0, (5, 2, 0): 0.0, (0, 3, 1): 0.0, (1, 3, 1): 0.0, (2, 3, 1): 0.0, (3, 3, 1): 0.0, (4, 3, 1): 0.0, (5, 3, 1): 0.0, (0, 5, 3): 0.0, (1, 5, 3): 0.0, (2, 5, 3): 0.0, (3, 5, 3): 0.0, (4, 5, 3): 0.0, (5, 5, 3): 0.0, (0, 4, 2): 0.0, (1, 4, 2): 0.0, (2, 4, 2): 0.0, (3, 4, 2): 0.0, (4, 4, 2): 0.0, (5, 4, 2): 0.0, (0, 6, 4): 0.0, (1, 6, 4): 0.0, (2, 6, 4): 0.0, (3, 6, 4): 0.0, (4, 6, 4): 0.0, (5, 6, 4): 0.0, (0, 7, 0): 0.0, (1, 7, 0): 0.0, (2, 7, 0): 0.0, (3, 7, 0): 0.0, (4, 7, 0): 0.0, (5, 7, 0): 0.0, (0, 1, 7): 0.0, (1, 1, 7): 0.0, (2, 1, 7): 0.0, (3, 1, 7): 0.0, (4, 1, 7): 0.0, (5, 1, 7): 0.0, (0, 2, 7): 52.0, (1, 2, 7): 0.0, (2, 2, 7): 0.0, (3, 2, 7): 0.0, (4, 2, 7): 0.0, (5, 2, 7): 0.0, (0, 8, 7): 0.0, (1, 8, 7): 0.0, (2, 8, 7): 0.0, (3, 8, 7): 0.0, (4, 8, 7): 0.0, (5, 8, 7): 115.0, (0, 3, 8): 0.0, (1, 3, 8): 12.0, (2, 3, 8): 0.0, (3, 3, 8): 0.0, (4, 3, 8): 0.0, (5, 3, 8): 0.0, (0, 4, 8): 0.0, (1, 4, 8): 0.0, (2, 4, 8): 0.0, (3, 4, 8): 0.0, (4, 4, 8): 0.0, (5, 4, 8): 115.0, (0, 9, 8): 0.0, (1, 9, 8): 0.0, (2, 9, 8): 0.0, (3, 9, 8): 0.0, (4, 9, 8): 0.0, (5, 9, 8): 0.0, (0, 5, 9): 0.0, (1, 5, 9): 0.0, (2, 5, 9): 25.0, (3, 5, 9): 0.0, (4, 5, 9): 0.0, (5, 5, 9): 0.0, (0, 6, 9): 0.0, (1, 6, 9): 0.0, (2, 6, 9): 0.0, (3, 6, 9): 0.0, (4, 6, 9): 0.0, (5, 6, 9): 0.0}"
